province,year,active_insured_total,category,indicator,unit,geographical_region,statistical_region
Diyarbakır,2020,301711,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Güneydoğu Anadolu,Güneydoğu Anadolu
Diyarbakır,2021,325722,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Güneydoğu Anadolu,Güneydoğu Anadolu
Diyarbakır,2022,358380,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Güneydoğu Anadolu,Güneydoğu Anadolu
Diyarbakır,2023,363271,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Güneydoğu Anadolu,Güneydoğu Anadolu
Diyarbakır,2024,364490,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Güneydoğu Anadolu,Güneydoğu Anadolu
Düzce,2009,79100,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Karadeniz,Doğu Marmara
Düzce,2010,85161,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Karadeniz,Doğu Marmara
Düzce,2011,89047,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Karadeniz,Doğu Marmara
Düzce,2012,93341,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Karadeniz,Doğu Marmara
Düzce,2013,92974,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Karadeniz,Doğu Marmara
Düzce,2014,97330,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Karadeniz,Doğu Marmara
Düzce,2015,100002,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Karadeniz,Doğu Marmara
Düzce,2016,102075,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Karadeniz,Doğu Marmara
Düzce,2017,105892,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Karadeniz,Doğu Marmara
Düzce,2018,105361,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Karadeniz,Doğu Marmara
Düzce,2019,104458,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Karadeniz,Doğu Marmara
Düzce,2020,112960,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Karadeniz,Doğu Marmara
Düzce,2021,120562,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Karadeniz,Doğu Marmara
Düzce,2022,131360,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Karadeniz,Doğu Marmara
Düzce,2023,124948,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Karadeniz,Doğu Marmara
Düzce,2024,123812,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Karadeniz,Doğu Marmara
Edirne,2009,85500,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Marmara,Batı Marmara
Edirne,2010,90777,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Marmara,Batı Marmara
Edirne,2011,93675,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Marmara,Batı Marmara
Edirne,2012,97351,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Marmara,Batı Marmara
Edirne,2013,96897,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Marmara,Batı Marmara
Edirne,2014,100886,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Marmara,Batı Marmara
Edirne,2015,103449,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Marmara,Batı Marmara
Edirne,2016,102149,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Marmara,Batı Marmara
Edirne,2017,106414,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Marmara,Batı Marmara
Edirne,2018,107363,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Marmara,Batı Marmara
Edirne,2019,106133,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Marmara,Batı Marmara
Edirne,2020,109468,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Marmara,Batı Marmara
Edirne,2021,114109,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Marmara,Batı Marmara
Edirne,2022,120507,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Marmara,Batı Marmara
Edirne,2023,114736,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Marmara,Batı Marmara
Edirne,2024,117604,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Marmara,Batı Marmara
Elazığ,2009,89265,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Doğu Anadolu,Ortadoğu Anadolu
Elazığ,2010,96233,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Doğu Anadolu,Ortadoğu Anadolu
Elazığ,2011,100765,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Doğu Anadolu,Ortadoğu Anadolu
Elazığ,2012,103323,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Doğu Anadolu,Ortadoğu Anadolu
Elazığ,2013,102105,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Doğu Anadolu,Ortadoğu Anadolu
Elazığ,2014,104840,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Doğu Anadolu,Ortadoğu Anadolu
Elazığ,2015,109920,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Doğu Anadolu,Ortadoğu Anadolu
Elazığ,2016,114475,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Doğu Anadolu,Ortadoğu Anadolu
Elazığ,2017,128997,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Doğu Anadolu,Ortadoğu Anadolu
Elazığ,2018,124652,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Doğu Anadolu,Ortadoğu Anadolu
Elazığ,2019,121616,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Doğu Anadolu,Ortadoğu Anadolu
Elazığ,2020,149148,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Doğu Anadolu,Ortadoğu Anadolu
Elazığ,2021,142030,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Doğu Anadolu,Ortadoğu Anadolu
Elazığ,2022,146535,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Doğu Anadolu,Ortadoğu Anadolu
Elazığ,2023,141960,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Doğu Anadolu,Ortadoğu Anadolu
Elazığ,2024,146382,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Doğu Anadolu,Ortadoğu Anadolu
Erzincan,2009,43218,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Doğu Anadolu,Kuzeydoğu Anadolu
Erzincan,2010,46643,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Doğu Anadolu,Kuzeydoğu Anadolu
Erzincan,2011,48193,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Doğu Anadolu,Kuzeydoğu Anadolu
Erzincan,2012,50276,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Doğu Anadolu,Kuzeydoğu Anadolu
Erzincan,2013,50475,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Doğu Anadolu,Kuzeydoğu Anadolu
Erzincan,2014,49470,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Doğu Anadolu,Kuzeydoğu Anadolu
Erzincan,2015,52210,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Doğu Anadolu,Kuzeydoğu Anadolu
Erzincan,2016,52919,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Doğu Anadolu,Kuzeydoğu Anadolu
Erzincan,2017,61662,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Doğu Anadolu,Kuzeydoğu Anadolu
Erzincan,2018,57078,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Doğu Anadolu,Kuzeydoğu Anadolu
Erzincan,2019,54432,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Doğu Anadolu,Kuzeydoğu Anadolu
Erzincan,2020,57995,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Doğu Anadolu,Kuzeydoğu Anadolu
Erzincan,2021,61481,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Doğu Anadolu,Kuzeydoğu Anadolu
Erzincan,2022,64555,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Doğu Anadolu,Kuzeydoğu Anadolu
Erzincan,2023,63270,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Doğu Anadolu,Kuzeydoğu Anadolu
Erzincan,2024,63637,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Doğu Anadolu,Kuzeydoğu Anadolu
Erzurum,2009,108348,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Doğu Anadolu,Kuzeydoğu Anadolu
Erzurum,2010,119749,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Doğu Anadolu,Kuzeydoğu Anadolu
Erzurum,2011,124119,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Doğu Anadolu,Kuzeydoğu Anadolu
Erzurum,2012,132054,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Doğu Anadolu,Kuzeydoğu Anadolu
Erzurum,2013,128992,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Doğu Anadolu,Kuzeydoğu Anadolu
Erzurum,2014,133570,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Doğu Anadolu,Kuzeydoğu Anadolu
Erzurum,2015,139789,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Doğu Anadolu,Kuzeydoğu Anadolu
Erzurum,2016,142616,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Doğu Anadolu,Kuzeydoğu Anadolu
Erzurum,2017,151679,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Doğu Anadolu,Kuzeydoğu Anadolu
Erzurum,2018,149220,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Doğu Anadolu,Kuzeydoğu Anadolu
Erzurum,2019,144184,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Doğu Anadolu,Kuzeydoğu Anadolu
Erzurum,2020,154937,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Doğu Anadolu,Kuzeydoğu Anadolu
Erzurum,2021,163646,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Doğu Anadolu,Kuzeydoğu Anadolu
Erzurum,2022,177238,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Doğu Anadolu,Kuzeydoğu Anadolu
Erzurum,2023,171205,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Doğu Anadolu,Kuzeydoğu Anadolu
Erzurum,2024,171402,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Doğu Anadolu,Kuzeydoğu Anadolu
Eskişehir,2009,180866,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,İç Anadolu,Doğu Marmara
Eskişehir,2010,192666,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,İç Anadolu,Doğu Marmara
Eskişehir,2011,209792,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,İç Anadolu,Doğu Marmara
Eskişehir,2012,218238,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,İç Anadolu,Doğu Marmara
Eskişehir,2013,224189,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,İç Anadolu,Doğu Marmara
Eskişehir,2014,236749,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,İç Anadolu,Doğu Marmara
Eskişehir,2015,243555,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,İç Anadolu,Doğu Marmara
Eskişehir,2016,250129,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,İç Anadolu,Doğu Marmara
Eskişehir,2017,261429,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,İç Anadolu,Doğu Marmara
Eskişehir,2018,252233,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,İç Anadolu,Doğu Marmara
Eskişehir,2019,253996,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,İç Anadolu,Doğu Marmara
Eskişehir,2020,267051,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,İç Anadolu,Doğu Marmara
Eskişehir,2021,279449,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,İç Anadolu,Doğu Marmara
Eskişehir,2022,302374,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,İç Anadolu,Doğu Marmara
Eskişehir,2023,283693,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,İç Anadolu,Doğu Marmara
Eskişehir,2024,286600,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,İç Anadolu,Doğu Marmara
Gaziantep,2009,231060,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Güneydoğu Anadolu,Güneydoğu Anadolu
Gaziantep,2010,264121,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Güneydoğu Anadolu,Güneydoğu Anadolu
Gaziantep,2011,302822,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Güneydoğu Anadolu,Güneydoğu Anadolu
Gaziantep,2012,342884,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Güneydoğu Anadolu,Güneydoğu Anadolu
Gaziantep,2013,365913,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Güneydoğu Anadolu,Güneydoğu Anadolu
Gaziantep,2014,387539,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Güneydoğu Anadolu,Güneydoğu Anadolu
Gaziantep,2015,397494,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Güneydoğu Anadolu,Güneydoğu Anadolu
Gaziantep,2016,412187,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Güneydoğu Anadolu,Güneydoğu Anadolu
Gaziantep,2017,449207,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Güneydoğu Anadolu,Güneydoğu Anadolu
Gaziantep,2018,449128,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Güneydoğu Anadolu,Güneydoğu Anadolu
Gaziantep,2019,454118,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Güneydoğu Anadolu,Güneydoğu Anadolu
Gaziantep,2020,505877,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Güneydoğu Anadolu,Güneydoğu Anadolu
Gaziantep,2021,546411,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Güneydoğu Anadolu,Güneydoğu Anadolu
Gaziantep,2022,592396,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Güneydoğu Anadolu,Güneydoğu Anadolu
Gaziantep,2023,593637,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Güneydoğu Anadolu,Güneydoğu Anadolu
Gaziantep,2024,589595,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Güneydoğu Anadolu,Güneydoğu Anadolu
Giresun,2009,78885,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Karadeniz,Doğu Karadeniz
Giresun,2010,82153,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Karadeniz,Doğu Karadeniz
Giresun,2011,86012,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Karadeniz,Doğu Karadeniz
Giresun,2012,85967,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Karadeniz,Doğu Karadeniz
Giresun,2013,85477,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Karadeniz,Doğu Karadeniz
Giresun,2014,85892,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Karadeniz,Doğu Karadeniz
Giresun,2015,90599,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Karadeniz,Doğu Karadeniz
Giresun,2016,97399,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Karadeniz,Doğu Karadeniz
Giresun,2017,103562,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Karadeniz,Doğu Karadeniz
Giresun,2018,99874,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Karadeniz,Doğu Karadeniz
Giresun,2019,100418,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Karadeniz,Doğu Karadeniz
Giresun,2020,103178,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Karadeniz,Doğu Karadeniz
Giresun,2021,108767,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Karadeniz,Doğu Karadeniz
Giresun,2022,114853,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Karadeniz,Doğu Karadeniz
Giresun,2023,108886,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Karadeniz,Doğu Karadeniz
Giresun,2024,109993,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Karadeniz,Doğu Karadeniz
Gümüşhane,2009,22189,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Karadeniz,Doğu Karadeniz
Gümüşhane,2010,24420,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Karadeniz,Doğu Karadeniz
Gümüşhane,2011,26414,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Karadeniz,Doğu Karadeniz
Gümüşhane,2012,27454,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Karadeniz,Doğu Karadeniz
Gümüşhane,2013,27065,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Karadeniz,Doğu Karadeniz
Gümüşhane,2014,26147,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Karadeniz,Doğu Karadeniz
Gümüşhane,2015,28282,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Karadeniz,Doğu Karadeniz
Gümüşhane,2016,27522,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Karadeniz,Doğu Karadeniz
Gümüşhane,2017,29693,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Karadeniz,Doğu Karadeniz
Gümüşhane,2018,28496,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Karadeniz,Doğu Karadeniz
Gümüşhane,2019,28299,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Karadeniz,Doğu Karadeniz
Gümüşhane,2020,28565,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Karadeniz,Doğu Karadeniz
Gümüşhane,2021,28253,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Karadeniz,Doğu Karadeniz
Gümüşhane,2022,29826,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Karadeniz,Doğu Karadeniz
Gümüşhane,2023,28022,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Karadeniz,Doğu Karadeniz
Gümüşhane,2024,28015,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Karadeniz,Doğu Karadeniz
Hakkari,2009,23558,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Doğu Anadolu,Ortadoğu Anadolu
Hakkari,2010,26530,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Doğu Anadolu,Ortadoğu Anadolu
Hakkari,2011,28342,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Doğu Anadolu,Ortadoğu Anadolu
Hakkari,2012,31140,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Doğu Anadolu,Ortadoğu Anadolu
Hakkari,2013,34205,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Doğu Anadolu,Ortadoğu Anadolu
Hakkari,2014,36534,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Doğu Anadolu,Ortadoğu Anadolu
Hakkari,2015,44644,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Doğu Anadolu,Ortadoğu Anadolu
Hakkari,2016,48474,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Doğu Anadolu,Ortadoğu Anadolu
Hakkari,2017,53429,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Doğu Anadolu,Ortadoğu Anadolu
Hakkari,2018,59672,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Doğu Anadolu,Ortadoğu Anadolu
Hakkari,2019,57854,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Doğu Anadolu,Ortadoğu Anadolu
Hakkari,2020,62611,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Doğu Anadolu,Ortadoğu Anadolu
Hakkari,2021,65074,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Doğu Anadolu,Ortadoğu Anadolu
Hakkari,2022,81885,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Doğu Anadolu,Ortadoğu Anadolu
Hakkari,2023,66107,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Doğu Anadolu,Ortadoğu Anadolu
Hakkari,2024,63524,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Doğu Anadolu,Ortadoğu Anadolu
Hatay,2009,210891,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Akdeniz,Akdeniz
Hatay,2010,227558,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Akdeniz,Akdeniz
Hatay,2011,242246,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Akdeniz,Akdeniz
Hatay,2012,251551,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Akdeniz,Akdeniz
Hatay,2013,261450,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Akdeniz,Akdeniz
Hatay,2014,268062,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Akdeniz,Akdeniz
Hatay,2015,282492,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Akdeniz,Akdeniz
Hatay,2016,300676,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Akdeniz,Akdeniz
Hatay,2017,316850,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Akdeniz,Akdeniz
Hatay,2018,315069,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Akdeniz,Akdeniz
Hatay,2019,310710,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Akdeniz,Akdeniz
