province,year,active_insured_total,category,indicator,unit,geographical_region,statistical_region
Balıkesir,2014,278382,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Marmara,Batı Marmara
Balıkesir,2015,289430,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Marmara,Batı Marmara
Balıkesir,2016,298831,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Marmara,Batı Marmara
Balıkesir,2017,314231,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Marmara,Batı Marmara
Balıkesir,2018,313572,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Marmara,Batı Marmara
Balıkesir,2019,306033,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Marmara,Batı Marmara
Balıkesir,2020,328812,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Marmara,Batı Marmara
Balıkesir,2021,346938,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Marmara,Batı Marmara
Balıkesir,2022,363067,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Marmara,Batı Marmara
Balıkesir,2023,355072,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Marmara,Batı Marmara
Balıkesir,2024,361267,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Marmara,Batı Marmara
Bartın,2009,35400,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Karadeniz,Batı Karadeniz
Bartın,2010,37721,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Karadeniz,Batı Karadeniz
Bartın,2011,39319,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Karadeniz,Batı Karadeniz
Bartın,2012,40810,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Karadeniz,Batı Karadeniz
Bartın,2013,41892,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Karadeniz,Batı Karadeniz
Bartın,2014,41994,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Karadeniz,Batı Karadeniz
Bartın,2015,44239,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Karadeniz,Batı Karadeniz
Bartın,2016,45302,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Karadeniz,Batı Karadeniz
Bartın,2017,49486,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Karadeniz,Batı Karadeniz
Bartın,2018,46079,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Karadeniz,Batı Karadeniz
Bartın,2019,45424,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Karadeniz,Batı Karadeniz
Bartın,2020,47086,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Karadeniz,Batı Karadeniz
Bartın,2021,49697,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Karadeniz,Batı Karadeniz
Bartın,2022,53758,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Karadeniz,Batı Karadeniz
Bartın,2023,52218,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Karadeniz,Batı Karadeniz
Bartın,2024,52313,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Karadeniz,Batı Karadeniz
Batman,2009,48935,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Güneydoğu Anadolu,Güneydoğu Anadolu
Batman,2010,55530,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Güneydoğu Anadolu,Güneydoğu Anadolu
Batman,2011,59969,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Güneydoğu Anadolu,Güneydoğu Anadolu
Batman,2012,65736,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Güneydoğu Anadolu,Güneydoğu Anadolu
Batman,2013,64734,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Güneydoğu Anadolu,Güneydoğu Anadolu
Batman,2014,73527,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Güneydoğu Anadolu,Güneydoğu Anadolu
Batman,2015,78936,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Güneydoğu Anadolu,Güneydoğu Anadolu
Batman,2016,84081,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Güneydoğu Anadolu,Güneydoğu Anadolu
Batman,2017,96797,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Güneydoğu Anadolu,Güneydoğu Anadolu
Batman,2018,101087,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Güneydoğu Anadolu,Güneydoğu Anadolu
Batman,2019,107502,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Güneydoğu Anadolu,Güneydoğu Anadolu
Batman,2020,123985,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Güneydoğu Anadolu,Güneydoğu Anadolu
Batman,2021,136056,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Güneydoğu Anadolu,Güneydoğu Anadolu
Batman,2022,155434,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Güneydoğu Anadolu,Güneydoğu Anadolu
Batman,2023,143563,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Güneydoğu Anadolu,Güneydoğu Anadolu
Batman,2024,144702,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Güneydoğu Anadolu,Güneydoğu Anadolu
Bayburt,2009,13557,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Karadeniz,Kuzeydoğu Anadolu
Bayburt,2010,14355,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Karadeniz,Kuzeydoğu Anadolu
Bayburt,2011,14861,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Karadeniz,Kuzeydoğu Anadolu
Bayburt,2012,16593,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Karadeniz,Kuzeydoğu Anadolu
Bayburt,2013,15274,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Karadeniz,Kuzeydoğu Anadolu
Bayburt,2014,15697,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Karadeniz,Kuzeydoğu Anadolu
Bayburt,2015,17865,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Karadeniz,Kuzeydoğu Anadolu
Bayburt,2016,15383,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Karadeniz,Kuzeydoğu Anadolu
Bayburt,2017,18647,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Karadeniz,Kuzeydoğu Anadolu
Bayburt,2018,18566,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Karadeniz,Kuzeydoğu Anadolu
Bayburt,2019,18367,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Karadeniz,Kuzeydoğu Anadolu
Bayburt,2020,19291,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Karadeniz,Kuzeydoğu Anadolu
Bayburt,2021,19796,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Karadeniz,Kuzeydoğu Anadolu
Bayburt,2022,21204,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Karadeniz,Kuzeydoğu Anadolu
Bayburt,2023,20623,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Karadeniz,Kuzeydoğu Anadolu
Bayburt,2024,20877,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Karadeniz,Kuzeydoğu Anadolu
Bilecik,2009,48953,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Marmara,Doğu Marmara
Bilecik,2010,51251,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Marmara,Doğu Marmara
Bilecik,2011,54888,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Marmara,Doğu Marmara
Bilecik,2012,56592,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Marmara,Doğu Marmara
Bilecik,2013,58306,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Marmara,Doğu Marmara
Bilecik,2014,58358,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Marmara,Doğu Marmara
Bilecik,2015,60436,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Marmara,Doğu Marmara
Bilecik,2016,61617,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Marmara,Doğu Marmara
Bilecik,2017,67362,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Marmara,Doğu Marmara
Bilecik,2018,67068,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Marmara,Doğu Marmara
Bilecik,2019,65987,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Marmara,Doğu Marmara
Bilecik,2020,70411,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Marmara,Doğu Marmara
Bilecik,2021,74267,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Marmara,Doğu Marmara
Bilecik,2022,78678,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Marmara,Doğu Marmara
Bilecik,2023,73937,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Marmara,Doğu Marmara
Bilecik,2024,73454,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Marmara,Doğu Marmara
Bingöl,2009,24853,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Doğu Anadolu,Ortadoğu Anadolu
Bingöl,2010,28842,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Doğu Anadolu,Ortadoğu Anadolu
Bingöl,2011,31763,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Doğu Anadolu,Ortadoğu Anadolu
Bingöl,2012,34383,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Doğu Anadolu,Ortadoğu Anadolu
Bingöl,2013,36823,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Doğu Anadolu,Ortadoğu Anadolu
Bingöl,2014,38985,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Doğu Anadolu,Ortadoğu Anadolu
Bingöl,2015,45226,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Doğu Anadolu,Ortadoğu Anadolu
Bingöl,2016,43766,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Doğu Anadolu,Ortadoğu Anadolu
Bingöl,2017,51167,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Doğu Anadolu,Ortadoğu Anadolu
Bingöl,2018,51392,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Doğu Anadolu,Ortadoğu Anadolu
Bingöl,2019,50074,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Doğu Anadolu,Ortadoğu Anadolu
Bingöl,2020,56233,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Doğu Anadolu,Ortadoğu Anadolu
Bingöl,2021,58097,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Doğu Anadolu,Ortadoğu Anadolu
Bingöl,2022,62426,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Doğu Anadolu,Ortadoğu Anadolu
Bingöl,2023,58940,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Doğu Anadolu,Ortadoğu Anadolu
Bingöl,2024,60129,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Doğu Anadolu,Ortadoğu Anadolu
Bitlis,2009,32681,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Doğu Anadolu,Ortadoğu Anadolu
Bitlis,2010,36640,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Doğu Anadolu,Ortadoğu Anadolu
Bitlis,2011,38513,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Doğu Anadolu,Ortadoğu Anadolu
Bitlis,2012,40235,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Doğu Anadolu,Ortadoğu Anadolu
Bitlis,2013,41342,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Doğu Anadolu,Ortadoğu Anadolu
Bitlis,2014,43090,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Doğu Anadolu,Ortadoğu Anadolu
Bitlis,2015,47672,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Doğu Anadolu,Ortadoğu Anadolu
Bitlis,2016,46103,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Doğu Anadolu,Ortadoğu Anadolu
Bitlis,2017,53769,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Doğu Anadolu,Ortadoğu Anadolu
Bitlis,2018,57091,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Doğu Anadolu,Ortadoğu Anadolu
Bitlis,2019,54745,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Doğu Anadolu,Ortadoğu Anadolu
Bitlis,2020,61552,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Doğu Anadolu,Ortadoğu Anadolu
Bitlis,2021,65468,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Doğu Anadolu,Ortadoğu Anadolu
Bitlis,2022,75213,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Doğu Anadolu,Ortadoğu Anadolu
Bitlis,2023,73456,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Doğu Anadolu,Ortadoğu Anadolu
Bitlis,2024,74499,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Doğu Anadolu,Ortadoğu Anadolu
Bolu,2009,67103,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Karadeniz,Doğu Marmara
Bolu,2010,70788,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Karadeniz,Doğu Marmara
Bolu,2011,76430,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Karadeniz,Doğu Marmara
Bolu,2012,76995,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Karadeniz,Doğu Marmara
Bolu,2013,79439,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Karadeniz,Doğu Marmara
Bolu,2014,84635,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Karadeniz,Doğu Marmara
Bolu,2015,86828,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Karadeniz,Doğu Marmara
Bolu,2016,86622,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Karadeniz,Doğu Marmara
Bolu,2017,91651,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Karadeniz,Doğu Marmara
Bolu,2018,90979,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Karadeniz,Doğu Marmara
Bolu,2019,90660,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Karadeniz,Doğu Marmara
Bolu,2020,96669,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Karadeniz,Doğu Marmara
Bolu,2021,99799,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Karadeniz,Doğu Marmara
Bolu,2022,104094,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Karadeniz,Doğu Marmara
Bolu,2023,99030,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Karadeniz,Doğu Marmara
Bolu,2024,100438,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Karadeniz,Doğu Marmara
Burdur,2009,54895,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Akdeniz,Akdeniz
Burdur,2010,58032,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Akdeniz,Akdeniz
Burdur,2011,62181,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Akdeniz,Akdeniz
Burdur,2012,64222,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Akdeniz,Akdeniz
Burdur,2013,65618,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Akdeniz,Akdeniz
Burdur,2014,65964,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Akdeniz,Akdeniz
Burdur,2015,68572,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Akdeniz,Akdeniz
Burdur,2016,67626,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Akdeniz,Akdeniz
Burdur,2017,71985,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Akdeniz,Akdeniz
Burdur,2018,69247,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Akdeniz,Akdeniz
Burdur,2019,67971,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Akdeniz,Akdeniz
Burdur,2020,68144,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Akdeniz,Akdeniz
Burdur,2021,72915,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Akdeniz,Akdeniz
Burdur,2022,75242,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Akdeniz,Akdeniz
Burdur,2023,74575,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Akdeniz,Akdeniz
Burdur,2024,76554,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Akdeniz,Akdeniz
Bursa,2009,636608,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Marmara,Doğu Marmara
Bursa,2010,692610,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Marmara,Doğu Marmara
Bursa,2011,741872,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Marmara,Doğu Marmara
Bursa,2012,773039,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Marmara,Doğu Marmara
Bursa,2013,797153,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Marmara,Doğu Marmara
Bursa,2014,830760,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Marmara,Doğu Marmara
Bursa,2015,865984,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Marmara,Doğu Marmara
Bursa,2016,914973,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Marmara,Doğu Marmara
Bursa,2017,953470,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Marmara,Doğu Marmara
Bursa,2018,941916,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Marmara,Doğu Marmara
Bursa,2019,931480,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Marmara,Doğu Marmara
Bursa,2020,983510,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Marmara,Doğu Marmara
Bursa,2021,1045956,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Marmara,Doğu Marmara
Bursa,2022,1104075,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Marmara,Doğu Marmara
Bursa,2023,1045526,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Marmara,Doğu Marmara
Bursa,2024,1033220,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Marmara,Doğu Marmara
Denizli,2009,237271,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Ege,Ege
Denizli,2010,248246,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Ege,Ege
Denizli,2011,258216,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Ege,Ege
Denizli,2012,267694,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Ege,Ege
Denizli,2013,277649,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Ege,Ege
Denizli,2014,282179,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Ege,Ege
Denizli,2015,290899,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Ege,Ege
Denizli,2016,300354,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Ege,Ege
Denizli,2017,317222,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Ege,Ege
Denizli,2018,305400,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Ege,Ege
Denizli,2019,302524,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Ege,Ege
Denizli,2020,315483,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Ege,Ege
Denizli,2021,332365,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Ege,Ege
Denizli,2022,344868,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Ege,Ege
Denizli,2023,327266,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Ege,Ege
Denizli,2024,327659,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Ege,Ege
Diyarbakır,2009,149748,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Güneydoğu Anadolu,Güneydoğu Anadolu
Diyarbakır,2010,164603,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Güneydoğu Anadolu,Güneydoğu Anadolu
Diyarbakır,2011,183220,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Güneydoğu Anadolu,Güneydoğu Anadolu
Diyarbakır,2012,190457,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Güneydoğu Anadolu,Güneydoğu Anadolu
Diyarbakır,2013,189890,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Güneydoğu Anadolu,Güneydoğu Anadolu
Diyarbakır,2014,209059,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Güneydoğu Anadolu,Güneydoğu Anadolu
Diyarbakır,2015,222941,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Güneydoğu Anadolu,Güneydoğu Anadolu
Diyarbakır,2016,244498,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Güneydoğu Anadolu,Güneydoğu Anadolu
Diyarbakır,2017,270853,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Güneydoğu Anadolu,Güneydoğu Anadolu
Diyarbakır,2018,274435,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Güneydoğu Anadolu,Güneydoğu Anadolu
Diyarbakır,2019,271427,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Güneydoğu Anadolu,Güneydoğu Anadolu
