province,year,investigation_files_total_load,investigation_files_carry_in,investigation_files_opened,investigation_files_closed,investigation_files_carry_out
Kırıkkale,2019,24549.0,9654.0,14895.0,14286.0,10263.0
Kırıkkale,2020,23803.0,10263.0,13540.0,12532.0,11271.0
Kırıkkale,2021,26882.0,11272.0,15610.0,14261.0,12621.0
Kırşehir,2011,11757.0,3749.0,8008.0,7426.0,4331.0
Kırşehir,2012,12445.0,4188.0,8257.0,8470.0,3975.0
Kırşehir,2013,12818.0,3975.0,8843.0,8651.0,4167.0
Kırşehir,2014,13327.0,4167.0,9160.0,9229.0,4098.0
Kırşehir,2015,13514.0,4098.0,9416.0,9663.0,3851.0
Kırşehir,2016,14200.0,3851.0,10349.0,8537.0,5663.0
Kırşehir,2017,16940.0,5663.0,11277.0,11118.0,5822.0
Kırşehir,2018,17166.0,5822.0,11344.0,11561.0,5605.0
Kırşehir,2019,17150.0,5605.0,11545.0,12347.0,4803.0
Kırşehir,2020,15388.0,4804.0,10584.0,9153.0,6235.0
Kırşehir,2021,17823.0,6234.0,11589.0,10981.0,6842.0
Malatya,2011,43786.0,13912.0,29874.0,28166.0,15620.0
Malatya,2012,46477.0,15620.0,30857.0,28174.0,18303.0
Malatya,2013,47420.0,18303.0,29117.0,30406.0,17014.0
Malatya,2014,48497.0,18634.0,29863.0,30509.0,17988.0
Malatya,2015,51306.0,17988.0,33318.0,30419.0,20887.0
Malatya,2016,53225.0,20887.0,32338.0,30668.0,22557.0
Malatya,2017,59105.0,22557.0,36548.0,32998.0,26107.0
Malatya,2018,63535.0,26107.0,37428.0,36062.0,27473.0
Malatya,2019,64035.0,27473.0,36562.0,35934.0,28101.0
Malatya,2020,64356.0,28101.0,36255.0,38795.0,25561.0
Malatya,2021,66264.0,25561.0,40703.0,38990.0,27274.0
Manisa,2011,101563.0,43435.0,58128.0,55392.0,46171.0
Manisa,2012,108296.0,46171.0,62125.0,56167.0,52129.0
Manisa,2013,114331.0,52129.0,62202.0,60405.0,53926.0
Manisa,2014,115524.0,53931.0,61593.0,60969.0,54555.0
Manisa,2015,115989.0,54554.0,61435.0,61391.0,54598.0
Manisa,2016,117655.0,54598.0,63057.0,56003.0,61652.0
Manisa,2017,133442.0,61652.0,71790.0,63822.0,69620.0
Manisa,2018,145556.0,69620.0,75936.0,73597.0,71959.0
Manisa,2019,142702.0,71958.0,70744.0,76811.0,65891.0
Manisa,2020,130668.0,65891.0,64777.0,61151.0,69517.0
Manisa,2021,145620.0,69517.0,76103.0,75321.0,70299.0
Mardin,2011,30844.0,10055.0,20789.0,20347.0,10497.0
Mardin,2012,31790.0,10497.0,21293.0,22436.0,9354.0
Mardin,2013,30734.0,9354.0,21380.0,19654.0,11080.0
Mardin,2014,34183.0,11080.0,23103.0,19526.0,14657.0
Mardin,2015,38477.0,14657.0,23820.0,21586.0,16891.0
Mardin,2016,43140.0,16891.0,26249.0,21337.0,21803.0
Mardin,2017,55241.0,21803.0,33438.0,30482.0,24759.0
Mardin,2018,64708.0,24759.0,39949.0,38189.0,26519.0
Mardin,2019,60854.0,26519.0,34335.0,36289.0,24565.0
Mardin,2020,55788.0,24563.0,31225.0,28023.0,27765.0
Mardin,2021,63275.0,27764.0,35511.0,35478.0,27797.0
Mersin,2011,150456.0,66028.0,84428.0,74759.0,75697.0
Mersin,2012,163318.0,75697.0,87621.0,77893.0,85425.0
Mersin,2013,180898.0,85425.0,95473.0,89130.0,91768.0
Mersin,2014,181235.0,91768.0,89467.0,84575.0,96660.0
Mersin,2015,191698.0,96660.0,95038.0,87490.0,104208.0
Mersin,2016,202522.0,104208.0,98314.0,78709.0,123813.0
Mersin,2017,233871.0,123814.0,110057.0,96997.0,136874.0
Mersin,2018,246467.0,136875.0,109592.0,102996.0,143471.0
Mersin,2019,252490.0,143471.0,109019.0,111484.0,141006.0
Mersin,2020,244320.0,141008.0,103312.0,91471.0,152849.0
Mersin,2021,278329.0,152848.0,125481.0,116787.0,161542.0
Muğla,2011,80241.0,29464.0,50777.0,47932.0,32309.0
Muğla,2012,86313.0,32309.0,54004.0,48432.0,37881.0
Muğla,2013,97030.0,37881.0,59149.0,54916.0,42114.0
Muğla,2014,101001.0,42116.0,58885.0,54764.0,46237.0
Muğla,2015,104377.0,46237.0,58140.0,57924.0,46453.0
Muğla,2016,109486.0,46453.0,63033.0,60653.0,48833.0
Muğla,2017,118271.0,48833.0,69438.0,61632.0,56639.0
Muğla,2018,128080.0,56640.0,71440.0,65595.0,62485.0
Muğla,2019,138881.0,62485.0,76396.0,78636.0,60245.0
Muğla,2020,128231.0,60246.0,67985.0,64451.0,63780.0
Muğla,2021,146909.0,63779.0,83130.0,78778.0,68131.0
Muş,2011,12288.0,3158.0,9130.0,8707.0,3581.0
Muş,2012,12052.0,3581.0,8471.0,7719.0,4333.0
Muş,2013,14176.0,4333.0,9843.0,9134.0,5042.0
Muş,2014,14954.0,5042.0,9912.0,8344.0,6610.0
Muş,2015,16623.0,6610.0,10013.0,9308.0,7315.0
Muş,2016,17434.0,7315.0,10119.0,6906.0,10528.0
Muş,2017,22727.0,10528.0,12199.0,10771.0,11956.0
Muş,2018,24138.0,11957.0,12181.0,11393.0,12745.0
Muş,2019,27681.0,12745.0,14936.0,14516.0,13165.0
Muş,2020,25840.0,13165.0,12675.0,13282.0,12558.0
Muş,2021,25919.0,12558.0,13361.0,14468.0,11451.0
Nevşehir,2011,18077.0,5126.0,12951.0,12127.0,5950.0
Nevşehir,2012,20661.0,5950.0,14711.0,14323.0,6338.0
Nevşehir,2013,20245.0,6338.0,13907.0,13383.0,6862.0
Nevşehir,2014,21017.0,6863.0,14154.0,13918.0,7099.0
Nevşehir,2015,21392.0,7099.0,14293.0,14090.0,7302.0
Nevşehir,2016,23073.0,7302.0,15771.0,13322.0,9751.0
Nevşehir,2017,27417.0,9751.0,17666.0,15777.0,11640.0
Nevşehir,2018,30772.0,11641.0,19131.0,17186.0,13586.0
Nevşehir,2019,32243.0,13586.0,18657.0,20882.0,11361.0
Nevşehir,2020,28802.0,11361.0,17441.0,17428.0,11374.0
Nevşehir,2021,29757.0,11373.0,18384.0,18277.0,11480.0
Niğde,2011,18660.0,4857.0,13803.0,12608.0,6052.0
Niğde,2012,20523.0,6051.0,14472.0,14553.0,5970.0
Niğde,2013,20428.0,5970.0,14458.0,14558.0,5870.0
Niğde,2014,20127.0,5870.0,14257.0,14224.0,5903.0
Niğde,2015,20845.0,5903.0,14942.0,14645.0,6200.0
Niğde,2016,22981.0,6200.0,16781.0,12767.0,10214.0
Niğde,2017,31842.0,10214.0,21628.0,19522.0,12320.0
Niğde,2018,31284.0,12320.0,18964.0,20023.0,11261.0
Niğde,2019,28985.0,11261.0,17724.0,17522.0,11463.0
Niğde,2020,31696.0,11463.0,20233.0,17963.0,13733.0
Niğde,2021,33376.0,13733.0,19643.0,20182.0,13194.0
Ordu,2011,38486.0,9039.0,29447.0,29362.0,9124.0
Ordu,2012,38992.0,9124.0,29868.0,29066.0,9926.0
Ordu,2013,40356.0,9927.0,30429.0,30092.0,10264.0
Ordu,2014,39849.0,10264.0,29585.0,29202.0,10647.0
Ordu,2015,39781.0,10647.0,29134.0,28158.0,11623.0
Ordu,2016,42723.0,11623.0,31100.0,24883.0,17840.0
Ordu,2017,51594.0,17840.0,33754.0,32285.0,19309.0
Ordu,2018,53541.0,19309.0,34232.0,36614.0,16927.0
Ordu,2019,50906.0,16927.0,33979.0,34080.0,16826.0
Ordu,2020,50148.0,16826.0,33322.0,32231.0,17917.0
Ordu,2021,53500.0,17916.0,35584.0,34654.0,18846.0
Osmaniye,2011,28209.0,9458.0,18751.0,18725.0,9484.0
Osmaniye,2012,30692.0,9484.0,21208.0,19635.0,11057.0
Osmaniye,2013,34450.0,11057.0,23393.0,24020.0,10430.0
Osmaniye,2014,34333.0,10430.0,23903.0,22372.0,11961.0
Osmaniye,2015,35397.0,11961.0,23436.0,25310.0,10087.0
Osmaniye,2016,35169.0,10087.0,25082.0,21122.0,14047.0
Osmaniye,2017,40966.0,14047.0,26919.0,22811.0,18155.0
Osmaniye,2018,46277.0,18156.0,28121.0,24599.0,21678.0
Osmaniye,2019,51021.0,21677.0,29344.0,28646.0,22375.0
Osmaniye,2020,51817.0,22375.0,29442.0,26625.0,25192.0
Osmaniye,2021,61150.0,25192.0,35958.0,37289.0,23861.0
Rize,2011,18663.0,6115.0,12548.0,13453.0,5210.0
Rize,2012,16999.0,5210.0,11789.0,12079.0,4920.0
Rize,2013,16879.0,4920.0,11959.0,11695.0,5184.0
Rize,2014,18296.0,5185.0,13111.0,12546.0,5750.0
Rize,2015,18249.0,5750.0,12499.0,12616.0,5633.0
Rize,2016,18664.0,5633.0,13031.0,11329.0,7335.0
Rize,2017,21662.0,7335.0,14327.0,13546.0,8116.0
Rize,2018,23811.0,8117.0,15694.0,13744.0,10067.0
Rize,2019,25565.0,10067.0,15498.0,15649.0,9916.0
Rize,2020,23988.0,9916.0,14072.0,13354.0,10634.0
Rize,2021,26341.0,10634.0,15707.0,15682.0,10659.0
Sakarya,2011,51848.0,15313.0,36535.0,32687.0,19161.0
Sakarya,2012,58278.0,19162.0,39116.0,35173.0,23105.0
Sakarya,2013,63825.0,23105.0,40720.0,39241.0,24584.0
Sakarya,2014,67222.0,24584.0,42638.0,40066.0,27156.0
Sakarya,2015,72524.0,27156.0,45368.0,43429.0,29095.0
Sakarya,2016,77179.0,29095.0,48084.0,41692.0,35487.0
Sakarya,2017,89053.0,35487.0,53566.0,47920.0,41133.0
Sakarya,2018,99171.0,41133.0,58038.0,55325.0,43846.0
Sakarya,2019,98349.0,43846.0,54503.0,56733.0,41616.0
Sakarya,2020,88860.0,41616.0,47244.0,46172.0,42688.0
Sakarya,2021,94669.0,42687.0,51982.0,48369.0,46300.0
Samsun,2011,84218.0,32817.0,51401.0,49377.0,34841.0
Samsun,2012,87925.0,34841.0,53084.0,48340.0,39585.0
Samsun,2013,90421.0,39588.0,50833.0,50847.0,39574.0
Samsun,2014,91499.0,39711.0,51788.0,50674.0,40825.0
Samsun,2015,98321.0,40825.0,57496.0,57536.0,40785.0
Samsun,2016,101246.0,40786.0,60460.0,52130.0,49116.0
Samsun,2017,118065.0,49116.0,68949.0,61534.0,56531.0
Samsun,2018,127216.0,56531.0,70685.0,66249.0,60967.0
Samsun,2019,130238.0,60967.0,69271.0,72241.0,57997.0
Samsun,2020,121046.0,57997.0,63049.0,64198.0,56848.0
Samsun,2021,130696.0,56847.0,73849.0,77505.0,53191.0
Siirt,2011,12122.0,3986.0,8136.0,7394.0,4728.0
Siirt,2012,12853.0,4728.0,8125.0,7893.0,4960.0
Siirt,2013,13385.0,4960.0,8425.0,8098.0,5287.0
Siirt,2014,15627.0,5287.0,10340.0,8613.0,7014.0
Siirt,2015,16645.0,7014.0,9631.0,8462.0,8183.0
Siirt,2016,17297.0,8183.0,9114.0,6945.0,10352.0
Siirt,2017,24044.0,10352.0,13692.0,10755.0,13289.0
Siirt,2018,26118.0,13289.0,12829.0,14142.0,11976.0
Siirt,2019,24955.0,11976.0,12979.0,13930.0,11025.0
Siirt,2020,22710.0,11026.0,11684.0,10263.0,12447.0
Siirt,2021,27970.0,12447.0,15523.0,16202.0,11768.0
Sinop,2011,10444.0,1787.0,8657.0,8372.0,2072.0
Sinop,2012,11611.0,2134.0,9477.0,9502.0,2109.0
Sinop,2013,11351.0,2109.0,9242.0,9320.0,2031.0
Sinop,2014,11109.0,2031.0,9078.0,9014.0,2095.0
Sinop,2015,11576.0,2095.0,9481.0,9286.0,2290.0
Sinop,2016,12737.0,2290.0,10447.0,9293.0,3444.0
Sinop,2017,13869.0,3444.0,10425.0,9379.0,4490.0
Sinop,2018,14676.0,4490.0,10186.0,10254.0,4422.0
Sinop,2019,14550.0,4422.0,10128.0,10020.0,4530.0
Sinop,2020,13874.0,4530.0,9344.0,8790.0,5084.0
Sinop,2021,15725.0,5084.0,10641.0,9895.0,5830.0
Sivas,2011,40575.0,13962.0,26613.0,27929.0,12646.0
Sivas,2012,37819.0,12646.0,25173.0,24961.0,12858.0
Sivas,2013,38358.0,12858.0,25500.0,26450.0,11908.0
Sivas,2014,37309.0,11909.0,25400.0,25045.0,12264.0
Sivas,2015,36804.0,12264.0,24540.0,25002.0,11802.0
Sivas,2016,36768.0,11802.0,24966.0,22233.0,14535.0
Sivas,2017,44134.0,14535.0,29599.0,28424.0,15710.0
Sivas,2018,46035.0,15710.0,30325.0,30706.0,15329.0
Sivas,2019,43949.0,15328.0,28621.0,28965.0,14984.0
Sivas,2020,41860.0,14984.0,26876.0,25599.0,16261.0
Sivas,2021,47202.0,16259.0,30943.0,30289.0,16913.0
Tekirdağ,2011,58755.0,21173.0,37582.0,35329.0,23426.0
Tekirdağ,2012,64769.0,23426.0,41343.0,36401.0,28368.0
Tekirdağ,2013,70722.0,28370.0,42352.0,40679.0,30043.0
Tekirdağ,2014,75099.0,30042.0,45057.0,42028.0,33071.0
Tekirdağ,2015,79826.0,33071.0,46755.0,45723.0,34103.0
Tekirdağ,2016,81916.0,34103.0,47813.0,40339.0,41577.0
Tekirdağ,2017,99850.0,41577.0,58273.0,44496.0,55354.0
Tekirdağ,2018,119112.0,55354.0,63758.0,56669.0,62443.0
Tekirdağ,2019,129296.0,62444.0,66852.0,71356.0,57940.0
Tekirdağ,2020,115139.0,57940.0,57199.0,55696.0,59443.0
Tekirdağ,2021,127163.0,59444.0,67719.0,62603.0,64560.0
Tokat,2011,28087.0,7175.0,20912.0,20761.0,7326.0
Tokat,2012,28451.0,7326.0,21125.0,20695.0,7756.0
Tokat,2013,29361.0,7756.0,21605.0,21404.0,7957.0
Tokat,2014,32148.0,7957.0,24191.0,21648.0,10500.0
Tokat,2015,34211.0,10500.0,23711.0,24505.0,9706.0
Tokat,2016,33833.0,9706.0,24127.0,17885.0,15948.0
Tokat,2017,45009.0,15948.0,29061.0,26301.0,18708.0
Tokat,2018,48520.0,18710.0,29810.0,27541.0,20979.0
Tokat,2019,49150.0,20979.0,28171.0,30919.0,18231.0
Tokat,2020,43127.0,18231.0,24896.0,25439.0,17688.0
Tokat,2021,44244.0,17688.0,26556.0,29191.0,15053.0
Trabzon,2011,39338.0,13890.0,25448.0,26124.0,13214.0
Trabzon,2012,39614.0,13214.0,26400.0,24937.0,14677.0
Trabzon,2013,39660.0,14676.0,24984.0,24255.0,15405.0
Trabzon,2014,40478.0,15405.0,25073.0,24158.0,16320.0
Trabzon,2015,42600.0,16320.0,26280.0,26633.0,15967.0
Trabzon,2016,44801.0,15967.0,28834.0,25558.0,19243.0
Trabzon,2017,49266.0,19243.0,30023.0,28180.0,21086.0
Trabzon,2018,55084.0,21087.0,33997.0,33769.0,21315.0
Trabzon,2019,52131.0,21316.0,30815.0,31945.0,20186.0
Trabzon,2020,48505.0,20186.0,28319.0,27750.0,20755.0
Trabzon,2021,53259.0,20755.0,32504.0,31652.0,21607.0
Tunceli,2011,5775.0,1614.0,4161.0,4205.0,1570.0
Tunceli,2012,5331.0,1570.0,3761.0,3646.0,1685.0
Tunceli,2013,5279.0,1685.0,3594.0,3656.0,1623.0
Tunceli,2014,7014.0,1645.0,5369.0,4114.0,2900.0
Tunceli,2015,7184.0,2900.0,4284.0,3859.0,3325.0
Tunceli,2016,7945.0,3325.0,4620.0,3345.0,4600.0
Tunceli,2017,11284.0,4600.0,6684.0,5486.0,5798.0
Tunceli,2018,12386.0,5798.0,6588.0,6229.0,6157.0
Tunceli,2019,12154.0,6157.0,5997.0,6355.0,5799.0
Tunceli,2020,11628.0,5799.0,5829.0,5492.0,6136.0
Tunceli,2021,12831.0,6136.0,6695.0,7190.0,5641.0
Uşak,2011,26033.0,8320.0,17713.0,16785.0,9248.0
Uşak,2012,26960.0,9248.0,17712.0,16503.0,10457.0
Uşak,2013,28135.0,10457.0,17678.0,16525.0,11610.0
Uşak,2014,28847.0,11610.0,17237.0,16686.0,12161.0
Uşak,2015,30056.0,12161.0,17895.0,18418.0,11638.0
Uşak,2016,29317.0,11638.0,17679.0,16377.0,12940.0
Uşak,2017,31883.0,12940.0,18943.0,16767.0,15116.0
Uşak,2018,35617.0,15116.0,20501.0,17881.0,17736.0
Uşak,2019,39438.0,17736.0,21702.0,22042.0,17396.0
Uşak,2020,40109.0,17396.0,22713.0,22720.0,17389.0
Uşak,2021,41381.0,17389.0,23992.0,24024.0,17357.0
Van,2011,36682.0,13699.0,22983.0,17827.0,18855.0
Van,2012,41069.0,18856.0,22213.0,20636.0,20433.0
Van,2013,46297.0,20435.0,25862.0,23857.0,22440.0
Van,2014,54735.0,26914.0,27821.0,27570.0,27165.0
Van,2015,55681.0,27165.0,28516.0,26566.0,29115.0
Van,2016,57717.0,29114.0,28603.0,20366.0,37351.0
Van,2017,76145.0,37351.0,38794.0,36949.0,39196.0
Van,2018,79903.0,39196.0,40707.0,36796.0,43107.0
Van,2019,83204.0,43107.0,40097.0,41937.0,41267.0
Van,2020,75523.0,41267.0,34256.0,34670.0,40853.0
Van,2021,78934.0,40852.0,38082.0,37241.0,41693.0
Yalova,2011,13372.0,4851.0,8521.0,8096.0,5276.0
Yalova,2012,14972.0,5276.0,9696.0,9013.0,5959.0
Yalova,2013,17059.0,5959.0,11100.0,9986.0,7073.0
Yalova,2014,18191.0,7073.0,11118.0,11491.0,6700.0
Yalova,2015,17874.0,6700.0,11174.0,10380.0,7494.0
Yalova,2016,18521.0,7494.0,11027.0,9196.0,9325.0
Yalova,2017,23188.0,9325.0,13863.0,11646.0,11542.0
Yalova,2018,27016.0,11542.0,15474.0,14861.0,12155.0
Yalova,2019,29691.0,12155.0,17536.0,18125.0,11566.0
Yalova,2020,27385.0,11566.0,15819.0,15827.0,11558.0
Yalova,2021,32364.0,11557.0,20807.0,19333.0,13031.0
Yozgat,2011,19807.0,4965.0,14842.0,14727.0,5080.0
Yozgat,2012,21434.0,5223.0,16211.0,15807.0,5627.0
Yozgat,2013,21239.0,5627.0,15612.0,15563.0,5676.0
Yozgat,2014,21841.0,5676.0,16165.0,15707.0,6134.0
Yozgat,2015,22398.0,6134.0,16264.0,15978.0,6420.0
Yozgat,2016,24787.0,6420.0,18367.0,13538.0,11249.0
Yozgat,2017,31669.0,11249.0,20420.0,20184.0,11485.0
Yozgat,2018,30849.0,11486.0,19363.0,20553.0,10296.0
Yozgat,2019,29349.0,10295.0,19054.0,17943.0,11406.0
Yozgat,2020,27200.0,11406.0,15794.0,15078.0,12122.0
Yozgat,2021,30527.0,12121.0,18406.0,17700.0,12827.0
Zonguldak,2011,32965.0,7579.0,25386.0,25648.0,7317.0
Zonguldak,2012,32190.0,7317.0,24873.0,24738.0,7452.0
Zonguldak,2013,33334.0,7452.0,25882.0,25083.0,8251.0
Zonguldak,2014,33212.0,8251.0,24961.0,24629.0,8583.0
Zonguldak,2015,33657.0,8583.0,25074.0,23061.0,10596.0
Zonguldak,2016,36869.0,10596.0,26273.0,22340.0,14529.0
Zonguldak,2017,43471.0,14529.0,28942.0,25462.0,18009.0
Zonguldak,2018,49617.0,18010.0,31607.0,32828.0,16789.0
Zonguldak,2019,47317.0,16789.0,30528.0,31440.0,15877.0
Zonguldak,2020,41253.0,15877.0,25376.0,25358.0,15895.0
Zonguldak,2021,43149.0,15895.0,27254.0,26262.0,16887.0
Çanakkale,2011,32534.0,10537.0,21997.0,20646.0,11888.0
Çanakkale,2012,36054.0,11888.0,24166.0,23495.0,12559.0
Çanakkale,2013,36865.0,12559.0,24306.0,22784.0,14081.0
Çanakkale,2014,39206.0,14081.0,25125.0,23557.0,15649.0
Çanakkale,2015,41257.0,15649.0,25608.0,25196.0,16061.0
Çanakkale,2016,41739.0,16061.0,25678.0,22742.0,18997.0
Çanakkale,2017,48680.0,18997.0,29683.0,25947.0,22733.0
Çanakkale,2018,53117.0,22733.0,30384.0,29513.0,23604.0
Çanakkale,2019,56031.0,23604.0,32427.0,32257.0,23774.0
Çanakkale,2020,52482.0,23774.0,28708.0,26772.0,25710.0
Çanakkale,2021,59157.0,25710.0,33447.0,33954.0,25203.0
Çankırı,2011,10339.0,2798.0,7541.0,7495.0,2844.0
Çankırı,2012,10129.0,2844.0,7285.0,7310.0,2819.0
Çankırı,2013,10074.0,2819.0,7255.0,7246.0,2828.0
Çankırı,2014,10108.0,2828.0,7280.0,7128.0,2980.0
Çankırı,2015,9985.0,2980.0,7005.0,6794.0,3191.0
Çankırı,2016,12031.0,3191.0,8840.0,7660.0,4371.0
Çankırı,2017,13112.0,4371.0,8741.0,7664.0,5448.0
Çankırı,2018,13961.0,5448.0,8513.0,8742.0,5219.0
Çankırı,2019,14235.0,5219.0,9016.0,8945.0,5290.0
Çankırı,2020,13741.0,5290.0,8451.0,8530.0,5211.0
Çankırı,2021,14294.0,5211.0,9083.0,9109.0,5185.0
Çorum,2011,28252.0,9234.0,19018.0,18341.0,9911.0
Çorum,2012,28295.0,9911.0,18384.0,18554.0,9741.0
Çorum,2013,29254.0,9741.0,19513.0,20022.0,9232.0
Çorum,2014,29317.0,9232.0,20085.0,20497.0,8820.0
Çorum,2015,29438.0,8820.0,20618.0,20764.0,8674.0
Çorum,2016,29487.0,8674.0,20813.0,17514.0,11973.0
Çorum,2017,35687.0,11973.0,23714.0,21027.0,14660.0
Çorum,2018,39983.0,14660.0,25323.0,24883.0,15100.0
Çorum,2019,41129.0,15101.0,26028.0,25714.0,15415.0
Çorum,2020,41330.0,15415.0,25915.0,21790.0,19540.0
Çorum,2021,47917.0,19541.0,28376.0,26336.0,21581.0
İstanbul,2011,1709431.0,1045616.0,663815.0,611733.0,1097698.0
İstanbul,2012,1746437.0,1097667.0,648770.0,578135.0,1168302.0
İstanbul,2013,1818783.0,1168307.0,650476.0,594803.0,1223980.0
İstanbul,2014,1877707.0,1226072.0,651635.0,661539.0,1216168.0
İstanbul,2015,1858130.0,1216169.0,641961.0,647173.0,1210957.0
İstanbul,2016,1848675.0,1210957.0,637718.0,587688.0,1260987.0
İstanbul,2017,2014392.0,1260971.0,753421.0,633517.0,1380875.0
İstanbul,2018,2191510.0,1380881.0,810629.0,748747.0,1442763.0
İstanbul,2019,2243323.0,1442784.0,800539.0,784618.0,1458705.0
İstanbul,2020,2197808.0,1458710.0,739098.0,661068.0,1536740.0
İstanbul,2021,2378387.0,1536743.0,841644.0,836525.0,1541862.0
İzmir,2011,415053.0,228594.0,186459.0,187576.0,227477.0
İzmir,2012,425927.0,227514.0,198413.0,182376.0,243551.0
İzmir,2013,445404.0,243551.0,201853.0,208908.0,236496.0
İzmir,2014,435465.0,237122.0,198343.0,203546.0,231919.0
İzmir,2015,435150.0,231919.0,203231.0,204823.0,230327.0
İzmir,2016,439205.0,230328.0,208877.0,193481.0,245724.0
İzmir,2017,488195.0,245722.0,242473.0,210961.0,277234.0
İzmir,2018,540161.0,277240.0,262921.0,244963.0,295198.0
İzmir,2019,549943.0,295200.0,254743.0,255192.0,294751.0
İzmir,2020,543824.0,294752.0,249072.0,237411.0,306413.0
İzmir,2021,611955.0,306414.0,305541.0,289353.0,322602.0
Şanlıurfa,2011,75301.0,22363.0,52938.0,48179.0,27122.0
Şanlıurfa,2012,82350.0,27122.0,55228.0,49406.0,32944.0
Şanlıurfa,2013,89661.0,32944.0,56717.0,48822.0,40839.0
Şanlıurfa,2014,96391.0,40839.0,55552.0,51294.0,45097.0
Şanlıurfa,2015,105651.0,45097.0,60554.0,49350.0,56301.0
Şanlıurfa,2016,119507.0,56301.0,63206.0,46448.0,73059.0
Şanlıurfa,2017,146888.0,73059.0,73829.0,64818.0,82070.0
Şanlıurfa,2018,164101.0,82072.0,82029.0,76039.0,88062.0
Şanlıurfa,2019,176238.0,88061.0,88177.0,86185.0,90053.0
Şanlıurfa,2020,163495.0,90053.0,73442.0,74261.0,89234.0
Şanlıurfa,2021,190046.0,89234.0,100812.0,99166.0,90880.0
Şırnak,2011,18009.0,5212.0,12797.0,12385.0,5624.0
Şırnak,2012,18551.0,5624.0,12927.0,11891.0,6660.0
Şırnak,2013,20790.0,6660.0,14130.0,12523.0,8267.0
Şırnak,2014,25951.0,8267.0,17684.0,13064.0,12887.0
Şırnak,2015,27122.0,12887.0,14235.0,11693.0,15429.0
Şırnak,2016,37391.0,15428.0,21963.0,13819.0,23572.0
Şırnak,2017,49261.0,23572.0,25689.0,23432.0,25829.0
Şırnak,2018,51100.0,25830.0,25270.0,26876.0,24224.0
Şırnak,2019,46462.0,24224.0,22238.0,21792.0,24670.0
Şırnak,2020,44182.0,24669.0,19513.0,15887.0,28295.0
Şırnak,2021,51729.0,28294.0,23435.0,24283.0,27446.0
