province,year,education_population_6_plus,illiterate_total,literate_no_diploma_total,lower_secondary_total,upper_secondary_total,university_total,masters_total,doctorate_total,illiterate_rate,upper_secondary_rate,university_rate,postgraduate_rate
Kars,2023,252621.0,11687.0,27467.0,52595.0,51606.0,30884.0,3327.0,771.0,0.046262978928909314,0.20428230432149347,0.12225428606489563,0.016221929293289156
Kars,2024,248315.0,11150.0,26881.0,52021.0,51714.0,30114.0,3353.0,814.0,0.04490264381934237,0.20825967017699293,0.12127338259871534,0.016781104645309384
Kastamonu,2021,349305.0,15374.0,33212.0,53124.0,67828.0,43268.0,4500.0,850.0,0.044013111750475946,0.1941798714590401,0.12386882523868825,0.015316127739368173
Kastamonu,2022,352870.0,14698.0,32306.0,52039.0,71799.0,45171.0,4784.0,900.0,0.041652733301215744,0.20347153342590757,0.1280103154136084,0.01610791509621107
Kastamonu,2023,364623.0,14161.0,32113.0,53986.0,76698.0,46758.0,5023.0,977.0,0.03883737449365509,0.21034877119655096,0.12823656214775261,0.01645535251478925
Kastamonu,2024,359519.0,13276.0,30976.0,52444.0,77650.0,47567.0,5320.0,1025.0,0.03692711650844601,0.21598302175962883,0.132307332853062,0.017648580464453896
Kayseri,2021,1295089.0,26854.0,124055.0,239468.0,290208.0,190944.0,20800.0,3526.0,0.020735254488301578,0.2240834413696665,0.14743697151315469,0.01878326508834528
Kayseri,2022,1308022.0,26448.0,122514.0,234049.0,303028.0,199693.0,22235.0,3653.0,0.020219843397129407,0.23166888630313556,0.1526679214875591,0.01979171604147331
Kayseri,2023,1319802.0,26640.0,121987.0,236532.0,312835.0,205397.0,23789.0,3822.0,0.020184845908704487,0.23703176688624505,0.15562713194858016,0.020920562326773258
Kayseri,2024,1333099.0,25285.0,120328.0,234907.0,322794.0,213801.0,25170.0,4089.0,0.01896708346491896,0.2421380557633004,0.16037893659810712,0.021948107379872014
Kilis,2021,127449.0,3160.0,14477.0,29718.0,25966.0,15375.0,1650.0,243.0,0.02479423141805742,0.20373639651939207,0.12063648989007368,0.014853000023538827
Kilis,2022,130136.0,3030.0,14833.0,29322.0,27750.0,16352.0,1788.0,259.0,0.023283334357902502,0.213238458228315,0.12565316284502367,0.015729698161922913
Kilis,2023,137831.0,3181.0,15641.0,30467.0,30869.0,18516.0,2123.0,319.0,0.023078988036073163,0.2239626789328961,0.13433842894559278,0.017717349507730483
Kilis,2024,139995.0,3037.0,15446.0,30470.0,32425.0,19069.0,2244.0,332.0,0.02169363191542555,0.23161541483624415,0.136212007571699,0.01840065716632737
Kocaeli,2021,1835080.0,29279.0,164734.0,333972.0,460405.0,302539.0,31132.0,3956.0,0.01595516271770168,0.25089096933103733,0.16486420210563027,0.019120692285894893
Kocaeli,2022,1883527.0,29375.0,167703.0,330352.0,486158.0,322649.0,33566.0,4116.0,0.015595741393672615,0.2581104491732797,0.17130043795496427,0.02000608433008924
Kocaeli,2023,1915885.0,30506.0,169477.0,334471.0,502641.0,338894.0,36127.0,4313.0,0.01592266759226154,0.26235447325909433,0.17688639975781428,0.021107738721269805
Kocaeli,2024,1951975.0,29772.0,168152.0,334784.0,520340.0,353658.0,38533.0,4573.0,0.015252244521574303,0.2665710370266013,0.18117957453348532,0.022083274632103383
Konya,2021,2049104.0,36513.0,200432.0,379010.0,391638.0,269370.0,34349.0,6226.0,0.017819007722399645,0.19112646307849676,0.13145745652734073,0.019801337560221444
Konya,2022,2073042.0,36523.0,198004.0,372036.0,414543.0,282237.0,36669.0,6467.0,0.01761807044912742,0.1999684521587117,0.1361463009432515,0.0208080685292435
Konya,2023,2106536.0,37279.0,198724.0,381237.0,432145.0,292193.0,40224.0,6794.0,0.017696825499303123,0.2051448444270594,0.13870781225670958,0.022320055294568902
Konya,2024,2125042.0,35396.0,197203.0,380451.0,446022.0,303064.0,43125.0,7210.0,0.016656611963434133,0.20988855749674595,0.142615534187089,0.02368659066503156
Kütahya,2021,532248.0,8675.0,48091.0,81462.0,116817.0,73428.0,7945.0,1319.0,0.016298793043844222,0.2194785137755332,0.13795824502863327,0.017405420029760563
Kütahya,2022,535121.0,8361.0,46665.0,79584.0,121039.0,76957.0,8650.0,1388.0,0.015624503616938974,0.226189964512699,0.1438123340328636,0.018758374274229567
Kütahya,2023,532134.0,8207.0,45913.0,80216.0,125220.0,72217.0,8847.0,1408.0,0.015422807037325185,0.23531666835797,0.135712057489279,0.019271461699496742
Kütahya,2024,530470.0,7740.0,44064.0,79165.0,127629.0,73300.0,9260.0,1522.0,0.014590834542952477,0.2405960751786152,0.13817935038739232,0.020325371840066355
Kırklareli,2021,341754.0,4902.0,22195.0,52061.0,86047.0,52771.0,4828.0,734.0,0.014343650696114749,0.2517805204913476,0.15441223804256862,0.0162748643761302
Kırklareli,2022,344760.0,4829.0,22085.0,51491.0,88085.0,54726.0,5137.0,807.0,0.01400684534168697,0.25549657732915654,0.15873651235642186,0.01724097923192946
Kırklareli,2023,352458.0,4865.0,22346.0,52659.0,91593.0,57652.0,5546.0,840.0,0.0138030630599958,0.2598692610183341,0.16357126239154737,0.018118470853264786
Kırklareli,2024,354632.0,4559.0,21975.0,52230.0,93997.0,59462.0,5883.0,917.0,0.012855579868708972,0.2650550429741253,0.1676724040695707,0.019174806560039705
Kırıkkale,2021,250460.0,6817.0,19691.0,44297.0,70496.0,35799.0,3929.0,524.0,0.027217919028986664,0.28146610237163616,0.14293300327397587,0.017779286113551066
Kırıkkale,2022,252666.0,6514.0,19433.0,43432.0,73430.0,37025.0,4103.0,556.0,0.025781070662455573,0.2906208195799989,0.14653732595600516,0.01843936263684073
Kırıkkale,2023,262428.0,6307.0,20035.0,44935.0,77662.0,39092.0,4403.0,602.0,0.024033258646181048,0.29593640922462544,0.14896276311978904,0.019071897815781853
Kırıkkale,2024,260951.0,5831.0,19679.0,43775.0,78909.0,40108.0,4640.0,642.0,0.022345191242800374,0.30239010388923593,0.15369935351847666,0.020241347992535
Kırşehir,2021,213694.0,5915.0,18886.0,34613.0,50714.0,31859.0,3226.0,704.0,0.027679766394938556,0.2373206547680328,0.14908701226988122,0.0183907830823514
Kırşehir,2022,216014.0,5603.0,18709.0,34006.0,52794.0,33239.0,3466.0,730.0,0.02593813363948633,0.24440082587239717,0.1538742859259122,0.019424666919736683
Kırşehir,2023,221125.0,5511.0,18808.0,34970.0,56151.0,33401.0,3732.0,752.0,0.02492255511588468,0.25393329564725836,0.15105031091011872,0.020278123233465235
Kırşehir,2024,222160.0,5143.0,18350.0,34586.0,57633.0,34409.0,3902.0,818.0,0.023149981994958588,0.2594211379186172,0.1548838674828952,0.02124594886568239
Malatya,2021,739252.0,33951.0,70950.0,132189.0,170098.0,112966.0,12457.0,2074.0,0.04592615238105544,0.23009474441732994,0.15281121998993577,0.019656355342968296
Malatya,2022,745429.0,32982.0,70504.0,129096.0,176026.0,117676.0,13169.0,2185.0,0.04424566256477813,0.23614053115722625,0.15786345849168734,0.020597535110654402
Malatya,2023,685309.0,30418.0,63774.0,118395.0,165170.0,106047.0,12117.0,1939.0,0.044385817200708,0.24101536679074695,0.1547433347584812,0.020510455867353266
Malatya,2024,696049.0,29142.0,63987.0,116626.0,173961.0,110746.0,12932.0,2113.0,0.04186774206988301,0.2499263701262411,0.15910661462052242,0.02161485757468224
Manisa,2021,1338526.0,24316.0,128054.0,230597.0,258415.0,170174.0,15329.0,1849.0,0.01816625153340316,0.19305938024364114,0.12713537129648583,0.012833519856917237
Manisa,2022,1353075.0,23946.0,126251.0,230311.0,270528.0,178438.0,16147.0,1907.0,0.017697466880993294,0.19993570201208358,0.13187591227389464,0.013342941078654177
Manisa,2023,1365237.0,23899.0,124135.0,232384.0,279857.0,185223.0,17360.0,2040.0,0.01750538551181956,0.20498785192607583,0.13567094943954786,0.014209986983944912
Manisa,2024,1369555.0,22722.0,122474.0,231544.0,287289.0,190832.0,18330.0,2152.0,0.01659079043923026,0.20976813636546177,0.13933869030451498,0.014955222681820007
Mardin,2021,744317.0,49170.0,113149.0,170116.0,133711.0,70850.0,7950.0,503.0,0.06606056290532125,0.17964254477594896,0.09518793739764106,0.011356720322120817
Mardin,2022,753889.0,47950.0,113401.0,167912.0,142828.0,74155.0,8243.0,534.0,0.0636035278403054,0.18945494628519582,0.09836328690297909,0.011642297473500741
Mardin,2023,774794.0,47885.0,117285.0,172113.0,151898.0,78273.0,9277.0,588.0,0.06180352454975129,0.19604953058490385,0.10102427225817442,0.012732416616545818
Mardin,2024,785612.0,46461.0,118115.0,172130.0,159135.0,81132.0,9919.0,648.0,0.05913988075538561,0.20256182441205073,0.10327235327362616,0.013450660122299557
Mersin,2021,1696538.0,30298.0,184910.0,309431.0,362876.0,251284.0,23717.0,3187.0,0.017858721702667432,0.21389205546825357,0.14811575101766067,0.015858177064115273
Mersin,2022,1718577.0,30257.0,182765.0,304076.0,380976.0,263465.0,25476.0,3308.0,0.017605844835581995,0.22168107684438929,0.15330415803307038,0.01674874038230466
Mersin,2023,1743828.0,31796.0,182191.0,311524.0,391753.0,275248.0,28097.0,3575.0,0.01823344962920655,0.22465116972545457,0.1578412549861569,0.01816234169883727
Mersin,2024,1763926.0,30839.0,179236.0,312256.0,405281.0,285561.0,30132.0,3764.0,0.01748315972438753,0.22976077227729508,0.16188944434176944,0.019216225623977422
Muğla,2021,932920.0,11398.0,68749.0,142796.0,216486.0,172364.0,17104.0,3061.0,0.012217553487973246,0.23205205162286155,0.1847575354799983,0.02161492946876474
Muğla,2022,953185.0,11276.0,68316.0,141922.0,227436.0,182543.0,18495.0,3180.0,0.011829812680644366,0.23860635658345442,0.1915084689750678,0.022739552133111622
Muğla,2023,979182.0,11761.0,68525.0,146324.0,238607.0,194983.0,20355.0,3446.0,0.012011045954684624,0.24367992875686031,0.1991284562011965,0.024307023617672712
Muğla,2024,997065.0,11368.0,68627.0,147147.0,248288.0,202797.0,21760.0,3640.0,0.01140146329477015,0.24901887038457873,0.20339396127634607,0.02547476844538721
Muş,2021,351351.0,19866.0,55915.0,85438.0,59528.0,28842.0,3378.0,440.0,0.05654174884944116,0.16942601557986173,0.08208885131962056,0.010866626251241636
Muş,2022,348397.0,19085.0,54702.0,82957.0,61942.0,30003.0,3412.0,489.0,0.05477946136160759,0.17779142759553038,0.08611727425896319,0.011196996529820865
Muş,2023,351622.0,18854.0,54991.0,83436.0,64567.0,31016.0,3584.0,504.0,0.05362008065479407,0.18362616673586976,0.08820836011398604,0.011626121232459857
Muş,2024,347349.0,18081.0,54158.0,81706.0,65582.0,31336.0,3601.0,552.0,0.05205427394349775,0.18880722270684527,0.09021474079384136,0.011956274525045416
Nevşehir,2021,276490.0,6349.0,23528.0,49433.0,59748.0,37185.0,3695.0,757.0,0.02296285579948642,0.21609461463344062,0.1344894932908966,0.016101848168107346
Nevşehir,2022,279198.0,6161.0,23244.0,48366.0,62609.0,39161.0,4005.0,790.0,0.022066776982643144,0.22424587568678858,0.14026246606351048,0.017174191792204814
Nevşehir,2023,286310.0,6015.0,23642.0,49562.0,66767.0,40336.0,4389.0,861.0,0.021008696867032238,0.23319828158289965,0.14088226048688485,0.01833676783905557
Nevşehir,2024,289307.0,5675.0,22940.0,49117.0,70506.0,41488.0,4727.0,919.0,0.01961584061222162,0.24370651245908326,0.14340475688455517,0.019515601074291324
Niğde,2021,329189.0,8998.0,31417.0,65654.0,65028.0,38459.0,4314.0,903.0,0.02733384165327517,0.19754001500657678,0.11682954169185483,0.015848038664718445
Niğde,2022,332565.0,8880.0,31008.0,64753.0,68331.0,40295.0,4644.0,937.0,0.0267015470659871,0.2054666005141852,0.12116428367386826,0.01678168177649482
Niğde,2023,344712.0,8803.0,31694.0,67999.0,72524.0,41483.0,5082.0,1000.0,0.02553726008958203,0.21039012276915223,0.12034103831604354,0.017643714172990786
Niğde,2024,342431.0,8374.0,30791.0,66927.0,73728.0,42790.0,5313.0,1072.0,0.024454561648916132,0.21530760941620355,0.12495948088812053,0.018646092205437007
Ordu,2021,703307.0,34459.0,78519.0,119809.0,146259.0,88634.0,7845.0,1170.0,0.04899567329772062,0.20795897097569055,0.12602462367074407,0.012818015461242388
Ordu,2022,707894.0,32965.0,76836.0,118468.0,150688.0,93027.0,8444.0,1231.0,0.046567706464527174,0.21286802826411863,0.1314137427354943,0.013667300471539525
Ordu,2023,723343.0,32008.0,76666.0,122196.0,156402.0,96687.0,9238.0,1310.0,0.04425009988345778,0.2162210735432568,0.13366687726293058,0.014582293600684599
Ordu,2024,721462.0,30337.0,74343.0,119637.0,160497.0,100006.0,9825.0,1385.0,0.04204933870390956,0.22246078102519606,0.1386157552303517,0.015537893887689164
Osmaniye,2021,501217.0,19026.0,52844.0,96819.0,110335.0,67505.0,6346.0,583.0,0.03795960631822145,0.22013419337332932,0.13468218356520228,0.013824351528379923
Osmaniye,2022,508767.0,18660.0,52501.0,95693.0,114923.0,71331.0,6818.0,612.0,0.03667690711072062,0.22588532668195854,0.14020366887003285,0.014603934610538813
Osmaniye,2023,509660.0,18987.0,51620.0,97677.0,117410.0,73058.0,7394.0,632.0,0.037254247929992546,0.23036926578503317,0.14334654475532707,0.01574775340423027
Osmaniye,2024,514859.0,17997.0,50984.0,95970.0,123378.0,75713.0,8285.0,678.0,0.034955201326965245,0.23963454071891527,0.14705579585867198,0.01740864974682389
Rize,2021,320446.0,9108.0,28820.0,52762.0,80854.0,49316.0,4977.0,855.0,0.02842288560319055,0.2523170830654775,0.1538980046560107,0.018199634259750474
Rize,2022,319774.0,8831.0,28325.0,50315.0,83180.0,50729.0,5088.0,919.0,0.027616379067716575,0.26012121060498977,0.15864016461626024,0.01878514200654212
Rize,2023,326997.0,8656.0,28313.0,51300.0,86594.0,52719.0,5489.0,976.0,0.0264711908671945,0.26481588516102594,0.1612216625840604,0.019770823585537483
Rize,2024,324725.0,8164.0,27907.0,49545.0,87979.0,53717.0,5737.0,1037.0,0.02514127338517207,0.2709338671183309,0.1654230502733082,0.02086072830856879
Sakarya,2021,947858.0,19419.0,78478.0,164645.0,233649.0,132285.0,14497.0,2565.0,0.02048724597988306,0.24650211318573034,0.13956204410365267,0.018000586585754406
Sakarya,2022,968881.0,18905.0,79459.0,162277.0,245981.0,140959.0,15632.0,2646.0,0.019512200156675586,0.25388153963180204,0.14548639100157812,0.018865061860022025
Sakarya,2023,991508.0,19096.0,80777.0,165940.0,256740.0,148035.0,16893.0,2800.0,0.019259552116573948,0.25893890921707136,0.14930288005744785,0.01986166526139981
Sakarya,2024,1007621.0,18280.0,81386.0,165968.0,265729.0,154428.0,17929.0,2985.0,0.018141741785850037,0.26371919600722893,0.15326000549809898,0.020755819896568252
Samsun,2021,1237383.0,24852.0,134331.0,207046.0,258409.0,184329.0,19199.0,3340.0,0.020084323123883228,0.20883509794461375,0.148966811407624,0.01821505548403364
Samsun,2022,1249371.0,24455.0,131636.0,201372.0,270023.0,193699.0,20421.0,3531.0,0.019573849561099144,0.21612715518448883,0.15503721472645035,0.01917124697147605
Samsun,2023,1269468.0,24662.0,130493.0,205504.0,280531.0,199228.0,21966.0,3719.0,0.01942703557710789,0.22098312048826751,0.1569381819785926,0.020232884956532974
Samsun,2024,1281229.0,23648.0,127198.0,203228.0,290129.0,208187.0,23545.0,3982.0,0.018457278129046406,0.22644585784430418,0.16249007788615463,0.02148483994664498
Siirt,2021,287430.0,17432.0,44069.0,71154.0,52188.0,29359.0,3208.0,470.0,0.06064780990154124,0.181567686045298,0.10214313050133945,0.012796159064815781
Siirt,2022,288486.0,17029.0,44267.0,68969.0,54975.0,30589.0,3332.0,491.0,0.059028861019252234,0.1905638401863522,0.10603287507885997,0.013251942901908585
Siirt,2023,305822.0,16910.0,45185.0,70382.0,63426.0,36349.0,3898.0,527.0,0.05529360216073402,0.2073951514279548,0.11885672057602134,0.014469201038512599
Siirt,2024,297311.0,16296.0,44516.0,68661.0,61894.0,33794.0,3869.0,555.0,0.05481129187954701,0.20817931391707672,0.11366548832703802,0.01488004143809008
Sinop,2021,203160.0,6903.0,18939.0,31017.0,37898.0,26018.0,2441.0,508.0,0.03397814530419374,0.18654262650127978,0.1280665485331758,0.014515652687536917
Sinop,2022,206184.0,6645.0,18394.0,30824.0,40015.0,27244.0,2623.0,531.0,0.03222849493656152,0.19407422496410973,0.13213440422147207,0.015297016257323555
Sinop,2023,215194.0,6505.0,18715.0,32401.0,43489.0,28141.0,2779.0,578.0,0.030228537970389508,0.20209206576391536,0.13077037463869812,0.015599877319999629
Sinop,2024,213277.0,6090.0,18117.0,31761.0,44144.0,28638.0,2921.0,600.0,0.028554415150250614,0.2069796555652977,0.13427608227797652,0.016509046920202365
Sivas,2021,582089.0,24586.0,54008.0,101023.0,133096.0,81717.0,8966.0,1799.0,0.042237527250987394,0.2286523194906621,0.1403857485710948,0.01849373549405675
Sivas,2022,583049.0,23608.0,53029.0,98770.0,136804.0,84280.0,9384.0,1868.0,0.040490593414961695,0.23463551090903165,0.14455045802325361,0.0192985495215668
Sivas,2023,600189.0,23502.0,54056.0,101151.0,147287.0,84060.0,10250.0,1968.0,0.039157665335419346,0.24540103200825072,0.14005588239704492,0.02035692090324881
Sivas,2024,589788.0,21953.0,51946.0,97513.0,148377.0,85594.0,10875.0,2075.0,0.03722184920683364,0.25157683777899853,0.1451267235006477,0.0219570421914315
Tekirdağ,2021,1015195.0,12516.0,86959.0,189177.0,242440.0,141790.0,13423.0,1790.0,0.01232866592132546,0.23881126286082968,0.13966774856062136,0.014985298390949522
Tekirdağ,2022,1044004.0,13114.0,89056.0,189709.0,255508.0,149929.0,14458.0,1856.0,0.01256125455458025,0.244738525906031,0.1436096030283409,0.015626376910433292
Tekirdağ,2023,1072291.0,13810.0,90821.0,194804.0,266531.0,159286.0,15789.0,1935.0,0.01287896662379895,0.24856219067398683,0.14854736260959012,0.01652909518031952
Tekirdağ,2024,1095624.0,13696.0,92651.0,197534.0,276275.0,166635.0,16784.0,2064.0,0.012500638905317883,0.25216223814009187,0.15209141092199513,0.017202982044935124
Tokat,2021,555456.0,13070.0,64689.0,96752.0,110838.0,71423.0,7006.0,1309.0,0.023530216614817374,0.1995441583131697,0.1285844423320659,0.014969682567116028
Tokat,2022,551380.0,12759.0,62327.0,92668.0,113871.0,73706.0,7443.0,1393.0,0.023140121150567666,0.206520004352715,0.13367550509630383,0.016025245747034712
Tokat,2023,562927.0,12987.0,61152.0,94793.0,119387.0,74789.0,7998.0,1457.0,0.02307048693702736,0.2120825613267795,0.13285736871743584,0.016796138753337467
Tokat,2024,570721.0,12521.0,59960.0,95664.0,123726.0,77106.0,8484.0,1570.0,0.021938915862566823,0.21678893890359738,0.13510279103099412,0.017616313400067633
Trabzon,2021,744432.0,24411.0,71556.0,112988.0,187873.0,123035.0,13124.0,2886.0,0.03279144367786446,0.25237093515593095,0.16527365830592988,0.021506329658048016
Trabzon,2022,747266.0,23328.0,70504.0,109245.0,192064.0,127872.0,13630.0,2958.0,0.031217799284324457,0.2570222651639443,0.17111978866963035,0.02219825336627118
Trabzon,2023,757217.0,22940.0,70420.0,111454.0,198049.0,130708.0,14431.0,3152.0,0.030295146569609504,0.26154853892609387,0.17261630417700607,0.02322055632665405
Trabzon,2024,759639.0,21674.0,69045.0,109654.0,202553.0,134081.0,15216.0,3370.0,0.028531973740158156,0.2666437610496565,0.176506208870266,0.02446688492823565
Tunceli,2021,77692.0,4217.0,5872.0,10254.0,21453.0,14425.0,1352.0,229.0,0.05427843278587242,0.2761288163517479,0.185669052154662,0.02034958554291304
Tunceli,2022,78608.0,3962.0,5729.0,9912.0,22623.0,14958.0,1442.0,251.0,0.05040199470791777,0.28779513535518014,0.19028597598208832,0.021537248117239977
Tunceli,2023,83450.0,3895.0,5933.0,10519.0,24496.0,16115.0,1565.0,254.0,0.046674655482324745,0.2935410425404434,0.19310964649490714,0.021797483523067707
Tunceli,2024,80915.0,3673.0,5715.0,10076.0,23762.0,15809.0,1642.0,271.0,0.04539331397145152,0.2936661929184947,0.19537786566149662,0.023642093554965087
Uşak,2021,340378.0,5802.0,31150.0,57210.0,71895.0,44720.0,4563.0,888.0,0.017045755013543766,0.21122105423969822,0.13138334439946178,0.01601454853133869
Uşak,2022,343174.0,5604.0,30346.0,56356.0,74873.0,46875.0,4831.0,950.0,0.016329908442947308,0.21817795054403888,0.13659251575002768,0.016845681782419415
Uşak,2023,346251.0,5651.0,29886.0,57419.0,77473.0,48219.0,5097.0,973.0,0.016320530482222435,0.2237480902582231,0.13926024762383357,0.017530635290583997
Uşak,2024,347121.0,5344.0,29212.0,57017.0,78922.0,49790.0,5378.0,1011.0,0.015395208011039378,0.22736164046542848,0.1434370147585424,0.01840568562547354
Van,2021,989808.0,49617.0,169065.0,231111.0,163933.0,89522.0,11046.0,1552.0,0.05012790359342418,0.16562100932706142,0.09044380324264908,0.012727720931736256
Van,2022,986744.0,47797.0,166315.0,224940.0,173918.0,93900.0,11693.0,1642.0,0.04843910882660548,0.1762544287069392,0.09516146031797508,0.013514143486051093
Van,2023,994304.0,46900.0,166038.0,225580.0,181521.0,99365.0,12751.0,1765.0,0.04716867276004119,0.18256086669670443,0.09993422534757981,0.014599156797116375
Van,2024,993431.0,45017.0,163830.0,221906.0,189341.0,102451.0,13384.0,1902.0,0.045314672080899426,0.19059300545281957,0.10312845079326093,0.015387077713499982
Yalova,2021,240071.0,3735.0,19004.0,40972.0,60024.0,41450.0,4489.0,685.0,0.01555789745533613,0.25002603396495204,0.17265725556189626,0.021551957545892675
Yalova,2022,248773.0,3708.0,19639.0,40811.0,64092.0,44288.0,4884.0,732.0,0.014905154498277546,0.2576324601142407,0.17802575038287918,0.02257479710418735
Yalova,2023,260684.0,3914.0,20578.0,43051.0,68896.0,47512.0,5431.0,823.0,0.015014346872075002,0.2642893311442206,0.18225898022126405,0.02399073207408203
Yalova,2024,266171.0,3813.0,20974.0,43257.0,71183.0,49662.0,5817.0,895.0,0.01432537729504717,0.26743334172392935,0.18657930428183386,0.025216871860570835
Yozgat,2021,379059.0,13011.0,38079.0,65485.0,78326.0,41484.0,4096.0,693.0,0.03432447191598142,0.2066327405496242,0.10943942763527577,0.012633917147462531
Yozgat,2022,380827.0,12551.0,37134.0,64421.0,82233.0,42931.0,4283.0,679.0,0.032957222045705795,0.21593269384786268,0.11273097758299701,0.013029538346808393
Yozgat,2023,384411.0,12580.0,36400.0,65546.0,85807.0,45044.0,4569.0,717.0,0.03272539027239075,0.22321681741677527,0.1171766676812058,0.01375090723210314
Yozgat,2024,379632.0,11709.0,35479.0,64079.0,86818.0,45464.0,4707.0,775.0,0.03084302693134404,0.22868988915581406,0.11975808151051545,0.014440300080077548
Zonguldak,2021,551642.0,23958.0,44645.0,85226.0,125577.0,71381.0,6888.0,1178.0,0.04343034069197052,0.22764220273293187,0.1293973265269867,0.014621801820746063
Zonguldak,2022,552368.0,22943.0,43142.0,83344.0,129452.0,74213.0,7274.0,1201.0,0.0415357153202213,0.23435825391767806,0.13435427106566636,0.015343032181444255
Zonguldak,2023,556794.0,21998.0,42411.0,84801.0,134473.0,76284.0,7618.0,1237.0,0.03950832803514406,0.2415130191776492,0.1370057867002877,0.01590354781121923
Zonguldak,2024,554659.0,20952.0,41042.0,83240.0,136266.0,78169.0,8094.0,1332.0,0.03777456058587348,0.24567527075193948,0.14093163547332685,0.01699422528075809
Çanakkale,2021,518657.0,5683.0,40138.0,73964.0,116682.0,90826.0,10005.0,2178.0,0.010957145088179665,0.22496948850589119,0.17511765964789833,0.023489512336669512
Çanakkale,2022,521721.0,5633.0,39173.0,72213.0,119564.0,94027.0,10889.0,2250.0,0.010796958527642168,0.22917229707065653,0.1802246794742784,0.02518395847589037
Çanakkale,2023,534166.0,5699.0,38661.0,74384.0,125433.0,98964.0,11887.0,2396.0,0.0106689680735951,0.23482026186616145,0.18526824994477373,0.02673887892527791
Çanakkale,2024,534014.0,5297.0,38309.0,73011.0,126495.0,100827.0,12805.0,2525.0,0.00991921560108911,0.2368758122446228,0.18880965667566768,0.028707112547611113
Çankırı,2021,177194.0,6038.0,14619.0,28589.0,40228.0,22389.0,2236.0,415.0,0.03407564590223145,0.22702800320552616,0.12635303678454124,0.014961003194239082
Çankırı,2022,176488.0,5761.0,14187.0,27521.0,41734.0,22888.0,2368.0,431.0,0.032642445945333394,0.2364693350256108,0.12968587099406192,0.015859435202393364
Çankırı,2023,187914.0,5584.0,14637.0,29508.0,45967.0,24341.0,2512.0,482.0,0.029715721021318264,0.24461721851485255,0.12953265855657375,0.015932820332705388
Çankırı,2024,183489.0,4780.0,14597.0,28438.0,45861.0,24591.0,2673.0,513.0,0.02605060793835053,0.24993868842273922,0.13401893301505813,0.017363438680247863
Çorum,2021,482130.0,18802.0,50748.0,79285.0,91161.0,59098.0,5735.0,924.0,0.038997780681558916,0.18907970879223446,0.12257689834691889,0.013811627569327774
Çorum,2022,483106.0,18023.0,49266.0,77399.0,94513.0,61489.0,6141.0,944.0,0.03730651244240395,0.195636154384338,0.12727848546695755,0.01466551854044454
Çorum,2023,490386.0,17518.0,48542.0,78989.0,98604.0,63490.0,6548.0,985.0,0.035722879527555845,0.20107425579033658,0.1294694383608015,0.015361368391430425
Çorum,2024,487255.0,16536.0,46682.0,77227.0,101043.0,65276.0,6844.0,1040.0,0.03393705554586408,0.20737190998553118,0.1339668140911843,0.016180439400314005
İstanbul,2021,13859004.0,222814.0,1165968.0,2401597.0,3224668.0,2586331.0,370978.0,58231.0,0.016077201507409912,0.23267674935370536,0.1866173788534876,0.030969685844668204
İstanbul,2022,13995728.0,220816.0,1164661.0,2327033.0,3362672.0,2702394.0,389440.0,60138.0,0.015777385785148153,0.24026417203878211,0.19308706199491732,0.03212251624209902
İstanbul,2023,13968646.0,219667.0,1151414.0,2319222.0,3433622.0,2783676.0,410325.0,62882.0,0.015725718870676513,0.24580922159527846,0.19928030247169268,0.03387636854710185
İstanbul,2024,14118360.0,212397.0,1137637.0,2308486.0,3526211.0,2865081.0,427037.0,66069.0,0.015044027776597281,0.2497606662530209,0.20293298938403612,0.034926577874484006
İzmir,2021,4093037.0,48598.0,334624.0,670082.0,967679.0,769101.0,89885.0,17095.0,0.011873335129880331,0.2364207799734036,0.1879047269790134,0.026137071323811635
İzmir,2022,4136326.0,48955.0,330806.0,659374.0,1003854.0,800362.0,95155.0,17805.0,0.01183538241424878,0.24269218625417824,0.19349587048989852,0.02730925947326202
İzmir,2023,4172061.0,50053.0,327814.0,666997.0,1033320.0,822304.0,99784.0,18663.0,0.011997187960578717,0.2476761485510399,0.1970977893180373,0.028390524491372488
İzmir,2024,4199761.0,47629.0,322550.0,663055.0,1057193.0,843745.0,104954.0,19758.0,0.011340883445510352,0.25172694350940444,0.20090309900968173,0.02969502312155382
Şanlıurfa,2021,1780304.0,111571.0,334409.0,432556.0,245872.0,131215.0,15256.0,1488.0,0.06266963395015683,0.1381067503078126,0.07370370453585455,0.009405135302734813
Şanlıurfa,2022,1814458.0,109178.0,339068.0,436991.0,264271.0,137887.0,15663.0,1530.0,0.060171136504675225,0.14564735033822773,0.0759934922715213,0.00947555688806244
Şanlıurfa,2023,1867101.0,109031.0,347259.0,451892.0,282081.0,147428.0,16770.0,1604.0,0.058395876816519296,0.1510796684271499,0.07896091320180322,0.009840924513456958
Şanlıurfa,2024,1899240.0,106044.0,350883.0,459645.0,296450.0,152562.0,17168.0,1727.0,0.055834965565173436,0.15608875128998967,0.08032792064194098,0.009948716328636718
Şırnak,2021,466947.0,24251.0,71121.0,125648.0,90890.0,43109.0,4277.0,255.0,0.05193523033663349,0.1946473582654991,0.09232097004585103,0.009705598279890437
Şırnak,2022,478086.0,23678.0,70952.0,124314.0,99741.0,47529.0,4640.0,271.0,0.04952665420029032,0.20862564475847442,0.09941516798232954,0.010272210439126015
