province,province_key,year,geographical_region,statistical_region,population,in_migration,out_migration,net_migration,net_migration_rate,active_insured_total,active_insured_share_of_population,education_population_6_plus,illiterate_total,literate_no_diploma_total,lower_secondary_total,upper_secondary_total,university_total,masters_total,doctorate_total,illiterate_rate,upper_secondary_rate,university_rate,postgraduate_rate,higher_education_share,tr_code,academic_year,upper_secondary_gross_enrollment_rate,general_secondary_gross_enrollment_rate,vocational_secondary_gross_enrollment_rate,investigation_files_total_load,investigation_files_carry_in,investigation_files_opened,investigation_files_closed,investigation_files_carry_out,investigation_files_total_load_per_100k,investigation_files_opened_per_100k
Balıkesir,balikesir,2011,Marmara,Batı Marmara,,,,,,265026,,,,,,,,,,,,,,,TR221,2010-2011,90.21,48.68,41.54,84533.0,32269.0,52264.0,51487.0,33046.0,,
Balıkesir,balikesir,2012,Marmara,Batı Marmara,,,,,,264845,,,,,,,,,,,,,,,TR221,2011-2012,92.54,48.36,44.18,87517.0,33046.0,54471.0,49291.0,38226.0,,
Balıkesir,balikesir,2013,Marmara,Batı Marmara,,,,,,267482,,,,,,,,,,,,,,,TR221,2012-2013,94.7,47.87,46.84,94599.0,38226.0,56373.0,54409.0,40190.0,,
Balıkesir,balikesir,2014,Marmara,Batı Marmara,,,,,,278382,,,,,,,,,,,,,,,TR221,2013-2014,104.16,53.82,50.34,96693.0,40190.0,56503.0,55378.0,41315.0,,
Balıkesir,balikesir,2015,Marmara,Batı Marmara,,,,,,289430,,,,,,,,,,,,,,,TR221,2014-2015,107.41,55.06,52.35,99862.0,41315.0,58547.0,56868.0,42994.0,,
Balıkesir,balikesir,2016,Marmara,Batı Marmara,,,,,,298831,,,,,,,,,,,,,,,TR221,2015-2016,111.69,60.45,51.24,102670.0,42994.0,59676.0,47470.0,55200.0,,
Balıkesir,balikesir,2017,Marmara,Batı Marmara,,,,,,314231,,,,,,,,,,,,,,,TR221,2016-2017,109.5,59.54,49.96,124121.0,55200.0,68921.0,58874.0,65247.0,,
Balıkesir,balikesir,2018,Marmara,Batı Marmara,,,,,,313572,,,,,,,,,,,,,,,TR221,2017-2018,111.7,64.68,47.02,134478.0,65247.0,69231.0,68266.0,66212.0,,
Balıkesir,balikesir,2019,Marmara,Batı Marmara,,,,,,306033,,,,,,,,,,,,,,,TR221,2018-2019,111.01,67.29,43.71,133056.0,66213.0,66843.0,69815.0,63241.0,,
Balıkesir,balikesir,2020,Marmara,Batı Marmara,,,,,,328812,,,,,,,,,,,,,,,TR221,2019-2020,112.1,73.0,39.11,125662.0,63242.0,62420.0,59614.0,66048.0,,
Balıkesir,balikesir,2021,Marmara,Batı Marmara,1250610.0,50218.0,40287.0,9931.0,7.972579656555302,346938,0.27741502146952285,1164009.0,19419.0,92624.0,180633.0,255585.0,185523.0,16983.0,2542.0,0.0166828606995306,0.2195730445383154,0.1593827882774102,0.0167739252875192,0.17615671356492948,TR221,2020-2021,122.68,79.48,43.2,139589.0,66047.0,73542.0,74267.0,65322.0,11161.67310352548,5880.490320723487
Bartın,bartin,2011,Karadeniz,Batı Karadeniz,,,,,,39319,,,,,,,,,,,,,,,TR813,2010-2011,83.11,31.99,51.12,11104.0,2169.0,8935.0,8380.0,2724.0,,
Bartın,bartin,2012,Karadeniz,Batı Karadeniz,,,,,,40810,,,,,,,,,,,,,,,TR813,2011-2012,88.12,33.6,54.52,10772.0,2724.0,8048.0,8227.0,2545.0,,
Bartın,bartin,2013,Karadeniz,Batı Karadeniz,,,,,,41892,,,,,,,,,,,,,,,TR813,2012-2013,93.64,35.18,58.46,11232.0,2545.0,8687.0,8702.0,2530.0,,
Bartın,bartin,2014,Karadeniz,Batı Karadeniz,,,,,,41994,,,,,,,,,,,,,,,TR813,2013-2014,108.79,45.58,63.21,11211.0,2530.0,8681.0,8078.0,3133.0,,
Bartın,bartin,2015,Karadeniz,Batı Karadeniz,,,,,,44239,,,,,,,,,,,,,,,TR813,2014-2015,111.81,46.58,65.23,12390.0,3133.0,9257.0,9066.0,3324.0,,
Bartın,bartin,2016,Karadeniz,Batı Karadeniz,,,,,,45302,,,,,,,,,,,,,,,TR813,2015-2016,116.73,52.06,64.67,12728.0,3324.0,9404.0,7770.0,4958.0,,
Bartın,bartin,2017,Karadeniz,Batı Karadeniz,,,,,,49486,,,,,,,,,,,,,,,TR813,2016-2017,113.3,50.02,63.28,15835.0,4958.0,10877.0,9566.0,6269.0,,
Bartın,bartin,2018,Karadeniz,Batı Karadeniz,,,,,,46079,,,,,,,,,,,,,,,TR813,2017-2018,120.72,53.04,67.68,16645.0,6269.0,10376.0,10652.0,5993.0,,
Bartın,bartin,2019,Karadeniz,Batı Karadeniz,,,,,,45424,,,,,,,,,,,,,,,TR813,2018-2019,114.97,55.6,59.37,15976.0,5993.0,9983.0,11303.0,4673.0,,
Bartın,bartin,2020,Karadeniz,Batı Karadeniz,,,,,,47086,,,,,,,,,,,,,,,TR813,2019-2020,116.18,57.96,58.22,13845.0,4673.0,9172.0,7362.0,6483.0,,
Bartın,bartin,2021,Karadeniz,Batı Karadeniz,201711.0,10907.0,8794.0,2113.0,10.530538811738586,49697,0.24637724268879735,188131.0,6270.0,18526.0,29814.0,39141.0,22179.0,2175.0,462.0,0.0333278407067415,0.2080518362205059,0.1178912566243734,0.0140168286991511,0.13190808532352458,TR813,2020-2021,126.11,64.32,61.79,16706.0,6483.0,10223.0,10309.0,6397.0,8282.146238925989,5068.142044806679
Batman,batman,2011,Güneydoğu Anadolu,Güneydoğu Anadolu,,,,,,59969,,,,,,,,,,,,,,,TRC32,2010-2011,71.88,57.12,14.76,25292.0,10051.0,15241.0,14728.0,10564.0,,
Batman,batman,2012,Güneydoğu Anadolu,Güneydoğu Anadolu,,,,,,65736,,,,,,,,,,,,,,,TRC32,2011-2012,79.85,63.57,16.27,25505.0,10564.0,14941.0,13653.0,11852.0,,
Batman,batman,2013,Güneydoğu Anadolu,Güneydoğu Anadolu,,,,,,64734,,,,,,,,,,,,,,,TRC32,2012-2013,83.61,65.18,18.42,30717.0,11852.0,18865.0,14027.0,16690.0,,
Batman,batman,2014,Güneydoğu Anadolu,Güneydoğu Anadolu,,,,,,73527,,,,,,,,,,,,,,,TRC32,2013-2014,95.04,63.67,31.37,38041.0,16690.0,21351.0,17765.0,20276.0,,
Batman,batman,2015,Güneydoğu Anadolu,Güneydoğu Anadolu,,,,,,78936,,,,,,,,,,,,,,,TRC32,2014-2015,102.31,61.7,40.61,44491.0,20276.0,24215.0,23257.0,21234.0,,
Batman,batman,2016,Güneydoğu Anadolu,Güneydoğu Anadolu,,,,,,84081,,,,,,,,,,,,,,,TRC32,2015-2016,105.92,64.64,41.28,45760.0,21234.0,24526.0,18969.0,26791.0,,
Batman,batman,2017,Güneydoğu Anadolu,Güneydoğu Anadolu,,,,,,96797,,,,,,,,,,,,,,,TRC32,2016-2017,99.53,61.94,37.6,59437.0,26791.0,32646.0,23869.0,35568.0,,
Batman,batman,2018,Güneydoğu Anadolu,Güneydoğu Anadolu,,,,,,101087,,,,,,,,,,,,,,,TRC32,2017-2018,119.38,59.1,60.28,62354.0,35568.0,26786.0,30680.0,31674.0,,
Batman,batman,2019,Güneydoğu Anadolu,Güneydoğu Anadolu,,,,,,107502,,,,,,,,,,,,,,,TRC32,2018-2019,116.84,60.61,56.23,57358.0,31674.0,25684.0,27971.0,29387.0,,
Batman,batman,2020,Güneydoğu Anadolu,Güneydoğu Anadolu,,,,,,123985,,,,,,,,,,,,,,,TRC32,2019-2020,120.07,68.21,51.87,52317.0,29387.0,22930.0,21508.0,30809.0,,
Batman,batman,2021,Güneydoğu Anadolu,Güneydoğu Anadolu,626319.0,19002.0,24411.0,-5409.0,-8.599042802057475,136056,0.21723115536970777,544620.0,23943.0,78318.0,128543.0,111169.0,59465.0,6489.0,537.0,0.0439627630274319,0.2041221402078513,0.1091862215856927,0.0129007381293378,0.12208695971503067,TRC32,2020-2021,134.91,77.67,57.24,56093.0,30809.0,25284.0,23335.0,32758.0,8955.979301282574,4036.92048301265
Bayburt,bayburt,2011,Karadeniz,Kuzeydoğu Anadolu,,,,,,14861,,,,,,,,,,,,,,,TRA13,2010-2011,79.4,41.38,38.02,,,,,,,
Bayburt,bayburt,2012,Karadeniz,Kuzeydoğu Anadolu,,,,,,16593,,,,,,,,,,,,,,,TRA13,2011-2012,87.9,47.08,40.83,,,,,,,
Bayburt,bayburt,2013,Karadeniz,Kuzeydoğu Anadolu,,,,,,15274,,,,,,,,,,,,,,,TRA13,2012-2013,93.0,50.2,42.8,,,,,,,
Bayburt,bayburt,2014,Karadeniz,Kuzeydoğu Anadolu,,,,,,15697,,,,,,,,,,,,,,,TRA13,2013-2014,113.0,61.87,51.12,3565.0,2800.0,2561.0,1004.0,,,
Bayburt,bayburt,2015,Karadeniz,Kuzeydoğu Anadolu,,,,,,17865,,,,,,,,,,,,,,,TRA13,2014-2015,110.49,59.32,51.17,3952.0,1004.0,2948.0,3023.0,,,
Bayburt,bayburt,2016,Karadeniz,Kuzeydoğu Anadolu,,,,,,15383,,,,,,,,,,,,,,,TRA13,2015-2016,111.71,57.25,54.46,4254.0,3325.0,2553.0,1701.0,,,
Bayburt,bayburt,2017,Karadeniz,Kuzeydoğu Anadolu,,,,,,18647,,,,,,,,,,,,,,,TRA13,2016-2017,96.59,48.07,48.52,5476.0,1701.0,3775.0,3274.0,2202.0,,
Bayburt,bayburt,2018,Karadeniz,Kuzeydoğu Anadolu,,,,,,18566,,,,,,,,,,,,,,,TRA13,2017-2018,106.71,53.61,53.1,5863.0,2202.0,3661.0,3494.0,2369.0,,
Bayburt,bayburt,2019,Karadeniz,Kuzeydoğu Anadolu,,,,,,18367,,,,,,,,,,,,,,,TRA13,2018-2019,107.52,58.42,49.1,4969.0,2369.0,2600.0,3227.0,1742.0,,
Bayburt,bayburt,2020,Karadeniz,Kuzeydoğu Anadolu,,,,,,19291,,,,,,,,,,,,,,,TRA13,2019-2020,106.9,62.0,44.9,4249.0,1742.0,2507.0,2413.0,1836.0,,
Bayburt,bayburt,2021,Karadeniz,Kuzeydoğu Anadolu,85042.0,9019.0,6382.0,2637.0,31.496533231410535,19796,0.2327790973871734,78238.0,2756.0,6682.0,12765.0,20536.0,11192.0,1216.0,313.0,0.0352258493315268,0.2624811472685907,0.1430506914798435,0.0195429331015619,0.16259362458140544,TRA13,2020-2021,118.34,69.17,49.17,4813.0,1836.0,2977.0,2900.0,1913.0,5659.556454457797,3500.62322146704
Bilecik,bilecik,2011,Marmara,Doğu Marmara,,,,,,54888,,,,,,,,,,,,,,,TR413,2010-2011,105.65,43.64,62.01,15244.0,4968.0,10276.0,10768.0,4476.0,,
Bilecik,bilecik,2012,Marmara,Doğu Marmara,,,,,,56592,,,,,,,,,,,,,,,TR413,2011-2012,110.11,45.28,64.84,14811.0,4476.0,10335.0,9778.0,5033.0,,
Bilecik,bilecik,2013,Marmara,Doğu Marmara,,,,,,58306,,,,,,,,,,,,,,,TR413,2012-2013,109.57,46.77,62.8,15784.0,5033.0,10751.0,10502.0,5282.0,,
Bilecik,bilecik,2014,Marmara,Doğu Marmara,,,,,,58358,,,,,,,,,,,,,,,TR413,2013-2014,113.91,53.34,60.57,16097.0,5284.0,10813.0,10722.0,5375.0,,
Bilecik,bilecik,2015,Marmara,Doğu Marmara,,,,,,60436,,,,,,,,,,,,,,,TR413,2014-2015,113.28,53.44,59.84,16870.0,5375.0,11495.0,11785.0,5085.0,,
Bilecik,bilecik,2016,Marmara,Doğu Marmara,,,,,,61617,,,,,,,,,,,,,,,TR413,2015-2016,115.54,54.03,61.5,17899.0,5086.0,12813.0,11162.0,6737.0,,
Bilecik,bilecik,2017,Marmara,Doğu Marmara,,,,,,67362,,,,,,,,,,,,,,,TR413,2016-2017,119.28,54.32,64.96,21971.0,6737.0,15234.0,15024.0,6947.0,,
Bilecik,bilecik,2018,Marmara,Doğu Marmara,,,,,,67068,,,,,,,,,,,,,,,TR413,2017-2018,115.91,56.75,59.16,22557.0,6947.0,15610.0,14957.0,7600.0,,
Bilecik,bilecik,2019,Marmara,Doğu Marmara,,,,,,65987,,,,,,,,,,,,,,,TR413,2018-2019,108.12,54.8,53.32,21971.0,7600.0,14371.0,14510.0,7461.0,,
Bilecik,bilecik,2020,Marmara,Doğu Marmara,,,,,,70411,,,,,,,,,,,,,,,TR413,2019-2020,115.44,65.77,49.67,21993.0,7461.0,14532.0,14049.0,7944.0,,
Bilecik,bilecik,2021,Marmara,Doğu Marmara,228334.0,11974.0,8855.0,3119.0,13.753750972882754,74267,0.3252559846540594,209217.0,3110.0,14372.0,34237.0,53598.0,33094.0,2863.0,466.0,0.0148649488330298,0.2561837709172773,0.1581802625981636,0.0159117088955486,0.17409197149371228,TR413,2020-2021,129.58,74.53,55.05,24853.0,7943.0,16910.0,15139.0,9714.0,10884.493767901407,7405.817793232721
Bingöl,bingol,2011,Doğu Anadolu,Ortadoğu Anadolu,,,,,,31763,,,,,,,,,,,,,,,TRB13,2010-2011,63.55,38.79,24.76,8621.0,2005.0,6616.0,5403.0,3218.0,,
Bingöl,bingol,2012,Doğu Anadolu,Ortadoğu Anadolu,,,,,,34383,,,,,,,,,,,,,,,TRB13,2011-2012,74.92,44.9,30.02,10164.0,3218.0,6946.0,6649.0,3515.0,,
Bingöl,bingol,2013,Doğu Anadolu,Ortadoğu Anadolu,,,,,,36823,,,,,,,,,,,,,,,TRB13,2012-2013,84.6,50.29,34.31,11494.0,3515.0,7979.0,7536.0,3958.0,,
Bingöl,bingol,2014,Doğu Anadolu,Ortadoğu Anadolu,,,,,,38985,,,,,,,,,,,,,,,TRB13,2013-2014,100.55,56.61,43.94,13856.0,3958.0,9898.0,7751.0,6105.0,,
Bingöl,bingol,2015,Doğu Anadolu,Ortadoğu Anadolu,,,,,,45226,,,,,,,,,,,,,,,TRB13,2014-2015,105.79,58.42,47.36,14576.0,6106.0,8470.0,7910.0,6666.0,,
Bingöl,bingol,2016,Doğu Anadolu,Ortadoğu Anadolu,,,,,,43766,,,,,,,,,,,,,,,TRB13,2015-2016,109.17,61.69,47.48,15863.0,6666.0,9197.0,7486.0,8377.0,,
Bingöl,bingol,2017,Doğu Anadolu,Ortadoğu Anadolu,,,,,,51167,,,,,,,,,,,,,,,TRB13,2016-2017,100.63,56.43,44.2,19259.0,8377.0,10882.0,10124.0,9135.0,,
Bingöl,bingol,2018,Doğu Anadolu,Ortadoğu Anadolu,,,,,,51392,,,,,,,,,,,,,,,TRB13,2017-2018,111.79,59.15,52.64,19812.0,9134.0,10678.0,10312.0,9500.0,,
Bingöl,bingol,2019,Doğu Anadolu,Ortadoğu Anadolu,,,,,,50074,,,,,,,,,,,,,,,TRB13,2018-2019,112.96,61.0,51.96,19603.0,9500.0,10103.0,10568.0,9035.0,,
Bingöl,bingol,2020,Doğu Anadolu,Ortadoğu Anadolu,,,,,,56233,,,,,,,,,,,,,,,TRB13,2019-2020,116.92,70.59,46.34,18885.0,9035.0,9850.0,9109.0,9776.0,,
Bingöl,bingol,2021,Doğu Anadolu,Ortadoğu Anadolu,283112.0,12027.0,13376.0,-1349.0,-4.753573549129364,58097,0.20520853937664246,252959.0,12737.0,29715.0,49398.0,64252.0,30476.0,3392.0,497.0,0.0503520333334651,0.2540016366288608,0.1204780221300685,0.0153740329460505,0.13585205507611905,TRB13,2020-2021,134.92,82.78,52.14,20860.0,9776.0,11084.0,11096.0,9764.0,7368.108734352482,3915.0583514651444
Bitlis,bitlis,2011,Doğu Anadolu,Ortadoğu Anadolu,,,,,,38513,,,,,,,,,,,,,,,TRB23,2010-2011,48.85,28.68,20.16,13608.0,3370.0,10238.0,10063.0,3545.0,,
Bitlis,bitlis,2012,Doğu Anadolu,Ortadoğu Anadolu,,,,,,40235,,,,,,,,,,,,,,,TRB23,2011-2012,55.2,33.27,21.93,11872.0,3545.0,8327.0,8119.0,3753.0,,
Bitlis,bitlis,2013,Doğu Anadolu,Ortadoğu Anadolu,,,,,,41342,,,,,,,,,,,,,,,TRB23,2012-2013,61.74,36.94,24.8,12054.0,3753.0,8301.0,7627.0,4427.0,,
Bitlis,bitlis,2014,Doğu Anadolu,Ortadoğu Anadolu,,,,,,43090,,,,,,,,,,,,,,,TRB23,2013-2014,77.72,44.53,33.18,14263.0,4434.0,9829.0,8119.0,6144.0,,
Bitlis,bitlis,2015,Doğu Anadolu,Ortadoğu Anadolu,,,,,,47672,,,,,,,,,,,,,,,TRB23,2014-2015,84.37,48.46,35.92,16147.0,6144.0,10003.0,8674.0,7473.0,,
Bitlis,bitlis,2016,Doğu Anadolu,Ortadoğu Anadolu,,,,,,46103,,,,,,,,,,,,,,,TRB23,2015-2016,86.25,50.1,36.15,19579.0,7473.0,12106.0,9039.0,10540.0,,
Bitlis,bitlis,2017,Doğu Anadolu,Ortadoğu Anadolu,,,,,,53769,,,,,,,,,,,,,,,TRB23,2016-2017,81.3,46.75,34.55,25405.0,10540.0,14865.0,12729.0,12676.0,,
Bitlis,bitlis,2018,Doğu Anadolu,Ortadoğu Anadolu,,,,,,57091,,,,,,,,,,,,,,,TRB23,2017-2018,118.56,51.62,66.94,26904.0,12676.0,14228.0,13525.0,13379.0,,
Bitlis,bitlis,2019,Doğu Anadolu,Ortadoğu Anadolu,,,,,,54745,,,,,,,,,,,,,,,TRB23,2018-2019,116.29,52.1,64.19,25446.0,13379.0,12067.0,13338.0,12108.0,,
Bitlis,bitlis,2020,Doğu Anadolu,Ortadoğu Anadolu,,,,,,61552,,,,,,,,,,,,,,,TRB23,2019-2020,121.32,60.58,60.74,23277.0,12108.0,11169.0,10503.0,12774.0,,
Bitlis,bitlis,2021,Doğu Anadolu,Ortadoğu Anadolu,352277.0,14158.0,18814.0,-4656.0,-13.130102508424867,65468,0.18584239107293407,307283.0,14085.0,44895.0,72529.0,58113.0,31339.0,3428.0,389.0,0.0458372249685143,0.1891188253173784,0.1019874187638105,0.0124217740649499,0.11440919282876046,TRB23,2020-2021,132.42,68.24,64.18,25423.0,12775.0,12648.0,13202.0,12221.0,7216.764080538894,3590.35645245077
Bolu,bolu,2011,Karadeniz,Doğu Marmara,,,,,,76430,,,,,,,,,,,,,,,TR424,2010-2011,106.05,40.84,65.2,18560.0,5026.0,13534.0,13074.0,5486.0,,
Bolu,bolu,2012,Karadeniz,Doğu Marmara,,,,,,76995,,,,,,,,,,,,,,,TR424,2011-2012,107.38,43.48,63.9,19763.0,5486.0,14277.0,13376.0,6387.0,,
Bolu,bolu,2013,Karadeniz,Doğu Marmara,,,,,,79439,,,,,,,,,,,,,,,TR424,2012-2013,110.04,46.39,63.65,20948.0,6388.0,14560.0,14257.0,6691.0,,
Bolu,bolu,2014,Karadeniz,Doğu Marmara,,,,,,84635,,,,,,,,,,,,,,,TR424,2013-2014,118.57,55.76,62.81,21086.0,6691.0,14395.0,13714.0,7372.0,,
Bolu,bolu,2015,Karadeniz,Doğu Marmara,,,,,,86828,,,,,,,,,,,,,,,TR424,2014-2015,119.59,56.5,63.08,22746.0,7372.0,15374.0,14885.0,7861.0,,
Bolu,bolu,2016,Karadeniz,Doğu Marmara,,,,,,86622,,,,,,,,,,,,,,,TR424,2015-2016,122.15,59.47,62.68,23264.0,7861.0,15403.0,13995.0,9269.0,,
Bolu,bolu,2017,Karadeniz,Doğu Marmara,,,,,,91651,,,,,,,,,,,,,,,TR424,2016-2017,125.16,58.72,66.44,24596.0,9269.0,15327.0,14972.0,9624.0,,
Bolu,bolu,2018,Karadeniz,Doğu Marmara,,,,,,90979,,,,,,,,,,,,,,,TR424,2017-2018,78.3,44.23,34.07,25167.0,9624.0,15543.0,15283.0,9884.0,,
Bolu,bolu,2019,Karadeniz,Doğu Marmara,,,,,,90660,,,,,,,,,,,,,,,TR424,2018-2019,80.42,45.78,34.64,26757.0,9884.0,16873.0,16265.0,10492.0,,
Bolu,bolu,2020,Karadeniz,Doğu Marmara,,,,,,96669,,,,,,,,,,,,,,,TR424,2019-2020,83.9,52.69,31.21,28092.0,10493.0,17599.0,17009.0,11083.0,,
Bolu,bolu,2021,Karadeniz,Doğu Marmara,320014.0,18470.0,14162.0,4308.0,13.553136601019316,99799,0.3118582312023849,289119.0,7171.0,21867.0,40767.0,72396.0,45068.0,5027.0,1219.0,0.0248029358153563,0.2504020835711247,0.1558804506103023,0.0216035611633963,0.1774840117736987,TR424,2020-2021,98.81,61.46,37.36,30421.0,11083.0,19338.0,18883.0,11538.0,9506.146606085984,6042.8606248476635
Burdur,burdur,2011,Akdeniz,Akdeniz,,,,,,62181,,,,,,,,,,,,,,,TR613,2010-2011,89.46,46.84,42.61,19224.0,6209.0,13015.0,13227.0,5997.0,,
Burdur,burdur,2012,Akdeniz,Akdeniz,,,,,,64222,,,,,,,,,,,,,,,TR613,2011-2012,94.06,48.76,45.3,18228.0,5997.0,12231.0,11705.0,6523.0,,
Burdur,burdur,2013,Akdeniz,Akdeniz,,,,,,65618,,,,,,,,,,,,,,,TR613,2012-2013,96.53,50.98,45.55,18935.0,6523.0,12412.0,12600.0,6335.0,,
Burdur,burdur,2014,Akdeniz,Akdeniz,,,,,,65964,,,,,,,,,,,,,,,TR613,2013-2014,105.42,56.06,49.36,18890.0,6335.0,12555.0,12225.0,6665.0,,
Burdur,burdur,2015,Akdeniz,Akdeniz,,,,,,68572,,,,,,,,,,,,,,,TR613,2014-2015,106.47,57.61,48.87,20115.0,6665.0,13450.0,13273.0,6842.0,,
Burdur,burdur,2016,Akdeniz,Akdeniz,,,,,,67626,,,,,,,,,,,,,,,TR613,2015-2016,111.26,62.51,48.74,21163.0,6842.0,14321.0,11165.0,9998.0,,
Burdur,burdur,2017,Akdeniz,Akdeniz,,,,,,71985,,,,,,,,,,,,,,,TR613,2016-2017,112.81,66.32,46.49,26092.0,9998.0,16094.0,14013.0,12079.0,,
Burdur,burdur,2018,Akdeniz,Akdeniz,,,,,,69247,,,,,,,,,,,,,,,TR613,2017-2018,118.52,59.27,59.25,27780.0,12079.0,15701.0,15599.0,12181.0,,
Burdur,burdur,2019,Akdeniz,Akdeniz,,,,,,67971,,,,,,,,,,,,,,,TR613,2018-2019,120.15,66.13,54.02,28203.0,12181.0,16022.0,15432.0,12771.0,,
Burdur,burdur,2020,Akdeniz,Akdeniz,,,,,,68144,,,,,,,,,,,,,,,TR613,2019-2020,121.32,71.14,50.18,27916.0,12771.0,15145.0,15840.0,12076.0,,
Burdur,burdur,2021,Akdeniz,Akdeniz,273716.0,15859.0,11489.0,4370.0,16.093926660307663,72915,0.26638925017171083,252330.0,4923.0,19837.0,39556.0,54670.0,38098.0,4189.0,802.0,0.0195101652597788,0.2166607220703047,0.1509848214639559,0.0197796536281853,0.17076447509214124,TR613,2020-2021,136.12,83.72,52.4,28572.0,12076.0,16496.0,17482.0,11090.0,10438.55675225416,6026.6845927896065
Bursa,bursa,2011,Marmara,Doğu Marmara,,,,,,741872,,,,,,,,,,,,,,,TR411,2010-2011,94.74,41.52,53.22,198551.0,80103.0,118448.0,111862.0,86689.0,,
Bursa,bursa,2012,Marmara,Doğu Marmara,,,,,,773039,,,,,,,,,,,,,,,TR411,2011-2012,99.43,43.53,55.9,207197.0,86689.0,120508.0,109755.0,97442.0,,
Bursa,bursa,2013,Marmara,Doğu Marmara,,,,,,797153,,,,,,,,,,,,,,,TR411,2012-2013,100.92,44.89,56.03,223352.0,97445.0,125907.0,113399.0,109953.0,,
Bursa,bursa,2014,Marmara,Doğu Marmara,,,,,,830760,,,,,,,,,,,,,,,TR411,2013-2014,108.18,46.05,62.13,241488.0,110029.0,131459.0,124163.0,117325.0,,
Bursa,bursa,2015,Marmara,Doğu Marmara,,,,,,865984,,,,,,,,,,,,,,,TR411,2014-2015,110.7,47.23,63.47,251028.0,117326.0,133702.0,129448.0,121580.0,,
Bursa,bursa,2016,Marmara,Doğu Marmara,,,,,,914973,,,,,,,,,,,,,,,TR411,2015-2016,113.85,51.29,62.56,264839.0,121583.0,143256.0,122077.0,142762.0,,
Bursa,bursa,2017,Marmara,Doğu Marmara,,,,,,953470,,,,,,,,,,,,,,,TR411,2016-2017,112.03,51.69,60.34,300965.0,142762.0,158203.0,138191.0,162774.0,,
Bursa,bursa,2018,Marmara,Doğu Marmara,,,,,,941916,,,,,,,,,,,,,,,TR411,2017-2018,112.55,57.47,55.08,325335.0,162776.0,162559.0,155452.0,169883.0,,
Bursa,bursa,2019,Marmara,Doğu Marmara,,,,,,931480,,,,,,,,,,,,,,,TR411,2018-2019,112.95,60.68,52.27,334885.0,169880.0,165005.0,164631.0,170254.0,,
Bursa,bursa,2020,Marmara,Doğu Marmara,,,,,,983510,,,,,,,,,,,,,,,TR411,2019-2020,115.06,66.98,48.09,326944.0,170256.0,156688.0,144515.0,182429.0,,
Bursa,bursa,2021,Marmara,Doğu Marmara,3147818.0,92019.0,76678.0,15341.0,4.885439298631672,1045956,0.3322796934257317,2843315.0,54019.0,238381.0,501253.0,667284.0,447631.0,43280.0,5685.0,0.0189985984669303,0.2346852177827641,0.1574327853227658,0.0172210957983902,0.17465388112115612,TR411,2020-2021,128.11,76.39,51.72,368609.0,182428.0,186181.0,175307.0,193302.0,11709.984503551348,5914.604973985154
Denizli,denizli,2011,Ege,Ege,,,,,,258216,,,,,,,,,,,,,,,TR322,2010-2011,87.22,45.13,42.08,88806.0,41012.0,47794.0,46885.0,41921.0,,
Denizli,denizli,2012,Ege,Ege,,,,,,267694,,,,,,,,,,,,,,,TR322,2011-2012,95.04,46.06,48.98,87828.0,41921.0,45907.0,47176.0,40652.0,,
Denizli,denizli,2013,Ege,Ege,,,,,,277649,,,,,,,,,,,,,,,TR322,2012-2013,92.76,47.7,45.06,85600.0,40652.0,44948.0,43578.0,42022.0,,
Denizli,denizli,2014,Ege,Ege,,,,,,282179,,,,,,,,,,,,,,,TR322,2013-2014,101.03,53.57,47.46,88862.0,42034.0,46828.0,42900.0,45962.0,,
Denizli,denizli,2015,Ege,Ege,,,,,,290899,,,,,,,,,,,,,,,TR322,2014-2015,106.37,54.51,51.86,95154.0,45962.0,49192.0,49270.0,45884.0,,
Denizli,denizli,2016,Ege,Ege,,,,,,300354,,,,,,,,,,,,,,,TR322,2015-2016,108.5,57.98,50.53,96287.0,45884.0,50403.0,46654.0,49633.0,,
Denizli,denizli,2017,Ege,Ege,,,,,,317222,,,,,,,,,,,,,,,TR322,2016-2017,107.68,58.17,49.5,106883.0,49633.0,57250.0,58259.0,48624.0,,
Denizli,denizli,2018,Ege,Ege,,,,,,305400,,,,,,,,,,,,,,,TR322,2017-2018,118.15,67.12,51.03,109592.0,48624.0,60968.0,61974.0,47618.0,,
Denizli,denizli,2019,Ege,Ege,,,,,,302524,,,,,,,,,,,,,,,TR322,2018-2019,119.98,73.22,46.76,107162.0,47618.0,59544.0,60223.0,46939.0,,
Denizli,denizli,2020,Ege,Ege,,,,,,315483,,,,,,,,,,,,,,,TR322,2019-2020,121.56,78.89,42.67,104271.0,46939.0,57332.0,55514.0,48757.0,,
Denizli,denizli,2021,Ege,Ege,1051056.0,30589.0,27480.0,3109.0,2.9623587960569853,332365,0.3162200681980789,960475.0,11620.0,86845.0,160408.0,212453.0,141862.0,14156.0,2528.0,0.01209818058773,0.2211957625133397,0.1476998360186366,0.0173705718524688,0.16507040787110544,TR322,2020-2021,135.51,91.69,43.81,108234.0,48757.0,59477.0,61448.0,46786.0,10297.643512809975,5658.785069492016
Diyarbakır,diyarbakir,2011,Güneydoğu Anadolu,Güneydoğu Anadolu,,,,,,183220,,,,,,,,,,,,,,,TRC22,2010-2011,64.87,49.06,15.82,107963.0,56767.0,51196.0,36819.0,71144.0,,
